employee_id,training_name,category,training_date,duration_hours,completion_rate,assessment_score
EMP00128,Python for Data,technical,2024-06-28,16,0.74,75.8
EMP00128,Change Management,leadership,2024-08-20,8,0.92,71.7
EMP00129,Cybersecurity Basics,technical,2024-05-27,8,0.93,80.8
EMP00129,Code of Conduct,compliance,2024-12-25,40,0.7,46.6
EMP00129,Time Management,soft_skills,2024-02-18,40,0.7,84.9
EMP00129,Communication,soft_skills,2024-11-18,40,0.82,84.5
EMP00130,Communication,soft_skills,2024-01-25,16,0.88,90.4
EMP00131,Python for Data,technical,2024-12-22,16,0.85,60.7
EMP00131,Cybersecurity Basics,technical,2024-07-22,8,0.88,70.7
EMP00132,Strategic Thinking,leadership,2024-06-17,16,0.67,97.7
EMP00132,Anti-Fraud,compliance,2024-06-16,16,0.9,80.3
EMP00132,Time Management,soft_skills,2024-07-05,40,0.87,59.7
EMP00132,Time Management,soft_skills,2024-09-13,40,0.91,67.9
EMP00133,Strategic Thinking,leadership,2024-09-12,4,0.53,88.2
EMP00133,Health & Safety,compliance,2024-08-08,16,0.94,97.3
EMP00133,Data Privacy,compliance,2024-09-08,24,0.35,61.4
EMP00133,Python for Data,technical,2024-08-17,8,0.85,80.3
EMP00133,Cybersecurity Basics,technical,2024-05-24,40,0.56,54.3
EMP00134,Cybersecurity Basics,technical,2024-01-10,40,0.94,78.5
EMP00134,Time Management,soft_skills,2024-07-15,24,0.93,71.3
EMP00135,Code of Conduct,compliance,2024-03-07,8,0.91,93.4
EMP00135,Negotiation,soft_skills,2024-03-29,16,0.65,87.7
EMP00135,Python for Data,technical,2024-04-13,8,0.96,90.3
EMP00136,Code of Conduct,compliance,2024-07-05,40,0.61,48.4
EMP00137,Python for Data,technical,2024-10-04,24,0.96,81.2
EMP00137,Cybersecurity Basics,technical,2024-09-29,16,0.67,73.8
EMP00137,Code of Conduct,compliance,2024-01-20,40,0.62,79.7
EMP00138,Communication,soft_skills,2024-07-17,4,0.86,83.7
EMP00138,Health & Safety,compliance,2024-10-20,40,0.64,91.5
EMP00138,Coaching Skills,leadership,2024-09-06,8,0.98,67.9
EMP00139,Code of Conduct,compliance,2024-08-26,24,0.94,54.2
EMP00139,Presentation,soft_skills,2024-04-29,8,0.87,45.0
EMP00139,Communication,soft_skills,2024-08-24,40,0.91,95.5
EMP00140,Health & Safety,compliance,2024-03-06,4,0.68,85.1
EMP00140,Cybersecurity Basics,technical,2024-01-09,16,0.77,65.5
EMP00141,Time Management,soft_skills,2024-06-17,8,0.89,82.2
EMP00141,Health & Safety,compliance,2024-02-14,24,0.81,64.6
EMP00141,Health & Safety,compliance,2024-11-06,40,0.96,94.5
EMP00141,Cybersecurity Basics,technical,2024-06-24,24,0.75,90.7
EMP00142,Presentation,soft_skills,2024-02-16,24,0.97,72.2
EMP00143,Presentation,soft_skills,2024-04-01,8,0.93,91.1
EMP00143,Communication,soft_skills,2024-02-28,40,0.71,84.5
EMP00143,Presentation,soft_skills,2024-11-05,16,0.62,86.5
EMP00144,Negotiation,soft_skills,2024-03-08,40,0.78,86.9
EMP00145,Python for Data,technical,2024-12-22,16,0.89,69.7
EMP00145,Negotiation,soft_skills,2024-04-27,4,0.79,91.2
EMP00145,Code of Conduct,compliance,2024-04-14,8,0.89,85.5
EMP00146,Negotiation,soft_skills,2024-05-13,8,0.83,86.1
EMP00146,Anti-Fraud,compliance,2024-07-18,8,0.86,88.4
EMP00147,Code of Conduct,compliance,2024-12-01,16,0.98,81.4
EMP00147,Data Privacy,compliance,2024-11-17,40,0.86,83.6
EMP00147,Code of Conduct,compliance,2024-10-22,16,0.78,72.9
EMP00148,Python for Data,technical,2024-05-03,24,0.78,65.4
EMP00148,SQL Advanced,technical,2024-05-19,24,0.49,82.1
EMP00149,Health & Safety,compliance,2024-06-11,40,0.73,68.7
EMP00149,SQL Advanced,technical,2024-11-24,4,0.61,78.4
EMP00149,Time Management,soft_skills,2024-08-11,4,0.91,81.8
EMP00150,Communication,soft_skills,2024-05-06,4,0.67,52.2
EMP00150,Coaching Skills,leadership,2024-05-24,40,0.94,64.3
EMP00150,SQL Advanced,technical,2024-05-27,4,0.84,83.3
EMP00150,Code of Conduct,compliance,2024-09-26,8,0.81,78.4
EMP00151,Change Management,leadership,2024-01-03,24,0.95,57.4
EMP00152,Change Management,leadership,2024-10-02,8,0.85,76.3
EMP00152,Coaching Skills,leadership,2024-06-06,4,0.93,91.5
EMP00152,Negotiation,soft_skills,2024-11-11,16,0.85,80.9
EMP00152,Negotiation,soft_skills,2024-06-21,24,0.98,85.1
EMP00153,Change Management,leadership,2024-10-14,24,0.89,79.5
EMP00153,Time Management,soft_skills,2024-02-14,24,0.81,69.9
EMP00153,Coaching Skills,leadership,2024-02-19,4,0.81,85.4
EMP00153,Health & Safety,compliance,2024-07-03,40,0.79,53.5
EMP00153,SQL Advanced,technical,2024-06-07,8,0.81,65.5
EMP00154,Communication,soft_skills,2024-02-16,40,0.86,59.1
EMP00154,Leadership Fundamental,leadership,2024-03-14,16,0.83,64.4
EMP00154,Presentation,soft_skills,2024-12-27,16,0.76,69.2
EMP00155,Python for Data,technical,2024-06-18,8,0.91,85.3
EMP00155,Negotiation,soft_skills,2024-02-28,40,0.74,91.9
EMP00155,Cybersecurity Basics,technical,2024-08-17,24,0.8,81.8
EMP00155,Coaching Skills,leadership,2024-01-20,4,0.85,54.2
EMP00156,Strategic Thinking,leadership,2024-01-30,8,0.86,82.5
EMP00156,Communication,soft_skills,2024-07-31,4,0.62,76.1
EMP00156,Time Management,soft_skills,2024-10-07,40,0.5,93.0
EMP00157,Python for Data,technical,2024-04-22,8,0.88,75.5
EMP00157,Cloud Computing,technical,2024-08-05,16,0.62,62.7
EMP00157,Time Management,soft_skills,2024-01-17,40,0.82,95.7
EMP00157,Change Management,leadership,2024-03-12,40,0.68,72.6
EMP00158,Strategic Thinking,leadership,2024-07-07,4,0.84,69.4
EMP00158,Strategic Thinking,leadership,2024-12-13,24,0.98,73.6
EMP00158,Leadership Fundamental,leadership,2024-08-21,40,0.54,92.0
EMP00159,Code of Conduct,compliance,2024-04-10,16,0.95,83.0
EMP00159,SQL Advanced,technical,2024-07-06,8,0.87,84.9
EMP00159,Strategic Thinking,leadership,2024-03-22,40,0.99,67.7
EMP00160,SQL Advanced,technical,2024-10-25,16,0.93,61.4
EMP00161,Communication,soft_skills,2024-09-08,40,0.69,52.7
EMP00162,Anti-Fraud,compliance,2024-06-03,24,0.89,85.5
EMP00162,Cloud Computing,technical,2024-07-23,8,0.8,68.6
EMP00163,Leadership Fundamental,leadership,2024-03-19,24,0.81,63.7
EMP00163,Python for Data,technical,2024-01-15,16,0.91,93.0
EMP00163,Change Management,leadership,2024-06-25,40,0.71,83.1
EMP00163,Strategic Thinking,leadership,2024-08-03,24,0.85,36.3
EMP00164,Data Privacy,compliance,2024-09-28,4,0.6,83.6
EMP00164,Code of Conduct,compliance,2024-05-04,4,0.79,73.5
EMP00164,Strategic Thinking,leadership,2024-02-13,40,0.73,75.1
EMP00164,Cloud Computing,technical,2024-05-15,4,0.89,68.1
EMP00165,Cybersecurity Basics,technical,2024-06-13,16,0.67,80.6
EMP00165,Coaching Skills,leadership,2024-02-07,24,0.87,86.7
EMP00165,Change Management,leadership,2024-10-19,16,0.83,75.4
EMP00165,Presentation,soft_skills,2024-02-20,40,0.76,55.4
EMP00166,SQL Advanced,technical,2024-08-02,40,0.92,70.0
EMP00166,Code of Conduct,compliance,2024-04-03,4,0.81,82.6
EMP00166,Change Management,leadership,2024-12-25,24,0.62,92.5
EMP00166,Health & Safety,compliance,2024-10-12,4,0.79,86.9
EMP00167,Strategic Thinking,leadership,2024-06-12,8,0.91,66.3
EMP00167,Anti-Fraud,compliance,2024-08-11,4,0.79,77.0
EMP00167,Health & Safety,compliance,2024-04-01,16,0.94,60.5
EMP00167,Cybersecurity Basics,technical,2024-08-19,40,0.78,92.2
EMP00168,Strategic Thinking,leadership,2024-05-01,24,0.92,64.4
EMP00168,Communication,soft_skills,2024-09-11,24,0.82,74.1
EMP00168,Change Management,leadership,2024-08-17,16,0.84,82.0
EMP00168,Python for Data,technical,2024-03-27,16,0.86,69.3
EMP00169,Health & Safety,compliance,2024-01-12,24,0.93,78.8
EMP00169,Time Management,soft_skills,2024-10-12,4,0.7,90.9
EMP00169,Cybersecurity Basics,technical,2024-12-23,8,0.79,82.0
EMP00170,Presentation,soft_skills,2024-02-28,4,0.53,63.4
EMP00170,Presentation,soft_skills,2024-02-16,40,0.53,78.3
EMP00171,Anti-Fraud,compliance,2024-01-03,24,0.92,63.2
EMP00171,Data Privacy,compliance,2024-06-04,4,0.95,60.2
EMP00171,Anti-Fraud,compliance,2024-09-26,24,0.56,44.9
EMP00171,Time Management,soft_skills,2024-03-04,16,0.81,94.4
EMP00172,Code of Conduct,compliance,2024-12-06,16,0.82,68.9
EMP00173,Cybersecurity Basics,technical,2024-09-06,24,0.78,63.0
EMP00173,Anti-Fraud,compliance,2024-11-18,24,0.86,46.0
EMP00173,Presentation,soft_skills,2024-11-10,16,0.73,58.0
EMP00173,Coaching Skills,leadership,2024-11-15,4,0.9,65.7
EMP00174,Leadership Fundamental,leadership,2024-08-13,16,0.87,75.0
EMP00174,SQL Advanced,technical,2024-06-22,40,0.72,91.2
EMP00174,Coaching Skills,leadership,2024-08-30,16,0.87,87.9
EMP00175,Code of Conduct,compliance,2024-08-14,8,0.88,66.9
EMP00176,Presentation,soft_skills,2024-08-17,4,0.64,65.8
EMP00176,Anti-Fraud,compliance,2024-09-07,16,0.74,65.6
EMP00177,Communication,soft_skills,2024-11-06,40,0.8,92.5
EMP00177,Negotiation,soft_skills,2024-06-27,16,0.79,83.3
EMP00177,Python for Data,technical,2024-07-28,16,0.8,77.1
EMP00178,Presentation,soft_skills,2024-12-03,24,0.93,66.0
EMP00178,Code of Conduct,compliance,2024-02-29,24,0.87,64.2
EMP00178,Python for Data,technical,2024-02-24,4,0.92,66.1
EMP00178,Leadership Fundamental,leadership,2024-01-20,8,0.68,69.6
EMP00178,Health & Safety,compliance,2024-12-16,8,0.95,72.9
EMP00179,Strategic Thinking,leadership,2024-01-06,40,0.89,91.3
EMP00179,Strategic Thinking,leadership,2024-11-13,16,0.84,40.0
EMP00179,Cloud Computing,technical,2024-05-16,24,0.76,69.4
EMP00179,Python for Data,technical,2024-02-08,16,0.56,55.9
EMP00180,Anti-Fraud,compliance,2024-06-12,40,0.71,82.3
EMP00180,Change Management,leadership,2024-03-22,40,0.71,65.1
EMP00180,Leadership Fundamental,leadership,2024-12-29,8,0.8,75.9
EMP00180,Cloud Computing,technical,2024-12-17,24,0.63,92.8
EMP00180,Health & Safety,compliance,2024-12-07,40,0.72,89.1
EMP00181,Data Privacy,compliance,2024-10-01,16,0.82,67.2
EMP00181,SQL Advanced,technical,2024-12-06,24,0.4,43.9
EMP00182,Code of Conduct,compliance,2024-05-12,24,0.82,67.6
EMP00182,Cybersecurity Basics,technical,2024-10-14,40,0.76,88.0
EMP00183,Cybersecurity Basics,technical,2024-10-08,16,0.78,80.5
EMP00184,Negotiation,soft_skills,2024-05-03,24,0.85,82.0
EMP00184,Strategic Thinking,leadership,2024-04-24,16,0.89,93.2
EMP00185,Coaching Skills,leadership,2024-02-27,8,0.81,78.6
EMP00185,Communication,soft_skills,2024-02-05,8,0.5,51.9
EMP00185,Leadership Fundamental,leadership,2024-11-20,16,0.8,82.0
EMP00186,Data Privacy,compliance,2024-12-27,24,0.91,98.4
EMP00187,Cloud Computing,technical,2024-08-20,4,0.74,71.0
EMP00187,Leadership Fundamental,leadership,2024-04-23,8,0.97,71.7
EMP00188,Cybersecurity Basics,technical,2024-09-12,24,0.87,56.0
EMP00189,Cybersecurity Basics,technical,2024-10-18,16,0.88,42.3
EMP00189,Strategic Thinking,leadership,2024-04-09,24,0.89,67.3
EMP00189,Health & Safety,compliance,2024-04-20,24,0.57,87.2
EMP00189,Code of Conduct,compliance,2024-04-01,24,0.89,45.3
EMP00190,Change Management,leadership,2024-07-12,8,0.84,68.9
EMP00190,Anti-Fraud,compliance,2024-06-02,24,0.79,68.3
EMP00190,SQL Advanced,technical,2024-05-07,24,0.9,88.2
EMP00190,Change Management,leadership,2024-10-31,4,0.87,68.0
EMP00191,Strategic Thinking,leadership,2024-08-31,40,0.88,90.2
EMP00191,Change Management,leadership,2024-07-27,8,0.66,75.7
EMP00191,Code of Conduct,compliance,2024-01-23,4,0.49,76.2
EMP00191,Code of Conduct,compliance,2024-02-13,24,0.92,84.6
EMP00192,Cybersecurity Basics,technical,2024-03-16,4,0.69,82.2
EMP00192,SQL Advanced,technical,2024-10-01,24,0.85,51.3
EMP00192,Strategic Thinking,leadership,2024-04-06,4,0.57,74.5
EMP00192,Cybersecurity Basics,technical,2024-10-29,8,0.86,96.7
EMP00192,Communication,soft_skills,2024-02-07,40,0.85,93.7
EMP00193,Anti-Fraud,compliance,2024-03-11,24,0.97,83.9
EMP00194,Communication,soft_skills,2024-01-09,24,0.98,67.4
EMP00194,Change Management,leadership,2024-01-16,8,0.58,85.4
EMP00194,Cybersecurity Basics,technical,2024-07-13,40,0.86,84.5
EMP00194,SQL Advanced,technical,2024-01-14,4,0.8,86.4
EMP00194,Coaching Skills,leadership,2024-02-29,16,0.61,37.5
EMP00195,Negotiation,soft_skills,2024-08-25,24,0.74,71.5
EMP00195,Anti-Fraud,compliance,2024-02-05,4,0.85,71.1
EMP00196,Code of Conduct,compliance,2024-08-29,40,0.89,87.8
EMP00196,Cybersecurity Basics,technical,2024-01-09,4,0.67,63.4
EMP00196,Cloud Computing,technical,2024-01-18,40,0.97,83.8
EMP00196,SQL Advanced,technical,2024-04-23,16,0.79,91.9
EMP00197,Change Management,leadership,2024-01-12,8,0.7,92.7
EMP00198,Coaching Skills,leadership,2024-08-26,4,0.69,67.0
EMP00199,Health & Safety,compliance,2024-06-27,24,0.93,89.0
EMP00199,Leadership Fundamental,leadership,2024-03-05,8,0.74,70.7
EMP00199,Anti-Fraud,compliance,2024-03-15,40,0.75,93.9
EMP00200,Leadership Fundamental,leadership,2024-03-08,4,0.78,74.4
EMP00200,Python for Data,technical,2024-08-29,8,0.89,75.4
EMP00200,Presentation,soft_skills,2024-10-11,16,0.95,70.1
EMP00200,Health & Safety,compliance,2024-04-25,40,0.84,96.4
EMP00201,Change Management,leadership,2024-07-09,16,0.91,90.7
EMP00201,Anti-Fraud,compliance,2024-12-13,8,0.83,99.3
EMP00201,Negotiation,soft_skills,2024-11-11,24,0.9,74.5
EMP00201,Presentation,soft_skills,2024-07-04,16,0.59,92.2
EMP00201,Leadership Fundamental,leadership,2024-11-17,16,0.9,77.5
EMP00202,Data Privacy,compliance,2024-02-19,24,0.57,94.2
EMP00202,Presentation,soft_skills,2024-04-27,24,0.92,82.4
EMP00202,Coaching Skills,leadership,2024-06-06,24,0.7,85.4
EMP00202,Health & Safety,compliance,2024-03-13,4,0.78,89.0
EMP00203,Negotiation,soft_skills,2024-10-23,4,0.79,92.8
EMP00204,Python for Data,technical,2024-07-08,16,0.75,91.6
EMP00205,Communication,soft_skills,2024-05-04,40,0.83,48.2
EMP00205,Cybersecurity Basics,technical,2024-05-30,24,0.78,52.8
EMP00205,Strategic Thinking,leadership,2024-06-29,4,0.78,81.5
EMP00205,Python for Data,technical,2024-04-17,40,0.78,55.6
EMP00206,Anti-Fraud,compliance,2024-05-28,40,0.9,90.7
EMP00206,Health & Safety,compliance,2024-06-25,8,0.84,91.6
EMP00206,Code of Conduct,compliance,2024-06-16,4,0.71,92.4
EMP00206,Communication,soft_skills,2024-03-08,8,0.9,83.7
EMP00207,Health & Safety,compliance,2024-10-09,40,0.87,71.3
EMP00207,Communication,soft_skills,2024-02-24,8,0.85,68.3
EMP00207,Leadership Fundamental,leadership,2024-05-04,8,0.89,93.7
EMP00208,Communication,soft_skills,2024-04-09,40,0.89,53.2
EMP00208,Cybersecurity Basics,technical,2024-04-17,40,0.91,90.4
EMP00209,Coaching Skills,leadership,2024-11-07,16,0.61,53.1
EMP00210,Negotiation,soft_skills,2024-01-12,16,0.84,84.1
EMP00210,SQL Advanced,technical,2024-12-11,24,0.86,63.5
EMP00211,Python for Data,technical,2024-12-18,16,0.6,65.7
EMP00211,Leadership Fundamental,leadership,2024-05-23,40,0.77,67.1
EMP00211,Presentation,soft_skills,2024-01-04,4,0.87,56.4
EMP00212,SQL Advanced,technical,2024-08-13,4,0.81,66.9
EMP00212,Strategic Thinking,leadership,2024-03-22,24,0.8,58.1
EMP00212,SQL Advanced,technical,2024-09-25,24,0.97,59.2
EMP00212,SQL Advanced,technical,2024-04-16,16,0.72,86.7
EMP00212,Coaching Skills,leadership,2024-12-07,8,0.73,55.1
EMP00213,Anti-Fraud,compliance,2024-05-14,4,0.75,81.6
EMP00213,Cloud Computing,technical,2024-08-29,8,0.95,66.0
EMP00213,Strategic Thinking,leadership,2024-06-13,4,0.73,87.5
EMP00213,Change Management,leadership,2024-03-26,40,0.75,93.5
EMP00213,Leadership Fundamental,leadership,2024-02-26,8,0.87,42.6
EMP00214,Data Privacy,compliance,2024-01-11,8,0.81,73.7
EMP00214,Time Management,soft_skills,2024-08-11,40,0.72,84.1
EMP00214,Strategic Thinking,leadership,2024-05-10,4,0.76,92.8
EMP00214,Python for Data,technical,2024-11-03,4,0.88,65.8
EMP00214,Anti-Fraud,compliance,2024-10-21,24,0.91,53.8
EMP00215,Leadership Fundamental,leadership,2024-07-31,40,0.87,87.3
EMP00216,SQL Advanced,technical,2024-02-04,16,0.88,87.6
EMP00216,Data Privacy,compliance,2024-07-04,24,0.85,67.7
EMP00217,Presentation,soft_skills,2024-06-28,4,0.86,84.5
EMP00217,Anti-Fraud,compliance,2024-05-03,16,0.88,69.5
EMP00218,Coaching Skills,leadership,2024-08-23,40,0.88,24.6
EMP00219,Change Management,leadership,2024-12-21,8,0.7,90.4
EMP00220,SQL Advanced,technical,2024-07-31,8,0.46,69.7
EMP00220,SQL Advanced,technical,2024-05-01,8,0.7,72.2
EMP00220,Coaching Skills,leadership,2024-07-10,24,0.84,69.6
EMP00220,Strategic Thinking,leadership,2024-12-19,4,0.69,84.9
EMP00220,Time Management,soft_skills,2024-04-11,24,0.97,95.3
EMP00221,Cybersecurity Basics,technical,2024-12-04,24,0.96,65.7
EMP00222,Strategic Thinking,leadership,2024-03-27,24,0.94,62.2
EMP00222,SQL Advanced,technical,2024-06-18,16,0.89,71.5
EMP00222,SQL Advanced,technical,2024-04-08,24,0.51,79.9
EMP00223,Cybersecurity Basics,technical,2024-04-08,40,0.85,59.2
EMP00223,Change Management,leadership,2024-11-20,16,0.56,94.4
EMP00223,Communication,soft_skills,2024-11-27,24,0.6,78.9
EMP00223,Cybersecurity Basics,technical,2024-07-26,8,0.66,66.6
EMP00224,Cloud Computing,technical,2024-12-29,8,0.83,74.2
EMP00224,Communication,soft_skills,2024-10-09,24,0.88,86.7
EMP00224,Negotiation,soft_skills,2024-01-02,40,0.85,78.5
EMP00225,Negotiation,soft_skills,2024-01-27,40,0.7,67.8
EMP00225,Code of Conduct,compliance,2024-12-26,8,0.34,95.9
EMP00225,Time Management,soft_skills,2024-01-01,16,0.44,63.8
EMP00226,Cloud Computing,technical,2024-12-24,40,0.7,79.2
EMP00226,Health & Safety,compliance,2024-01-28,8,0.9,46.1
EMP00226,Leadership Fundamental,leadership,2024-02-15,40,0.92,88.8
EMP00226,Cloud Computing,technical,2024-05-24,16,0.82,80.3
EMP00227,Health & Safety,compliance,2024-03-16,4,0.53,95.8
EMP00227,SQL Advanced,technical,2024-10-07,4,0.93,76.2
EMP00228,Anti-Fraud,compliance,2024-02-27,8,0.78,58.0
EMP00228,Cloud Computing,technical,2024-11-19,8,0.8,70.6
EMP00229,Anti-Fraud,compliance,2024-04-16,16,0.71,82.3
EMP00229,Leadership Fundamental,leadership,2024-04-22,8,0.81,92.5
EMP00229,Communication,soft_skills,2024-05-03,4,0.94,48.2
EMP00230,Change Management,leadership,2024-05-08,16,0.92,70.3
EMP00230,Strategic Thinking,leadership,2024-04-05,16,0.83,93.0
EMP00230,Leadership Fundamental,leadership,2024-11-02,16,0.83,95.6
EMP00230,Data Privacy,compliance,2024-06-22,8,0.78,64.0
EMP00231,SQL Advanced,technical,2024-11-18,16,0.8,87.4
EMP00231,Health & Safety,compliance,2024-03-04,40,0.92,66.8
EMP00231,Time Management,soft_skills,2024-04-10,24,0.66,77.7
EMP00231,Cybersecurity Basics,technical,2024-03-11,24,0.71,76.5
EMP00232,Data Privacy,compliance,2024-09-01,40,0.81,84.0
EMP00232,Health & Safety,compliance,2024-05-10,24,0.86,90.6
EMP00233,Presentation,soft_skills,2024-01-19,24,0.7,72.7
EMP00233,Negotiation,soft_skills,2024-05-10,40,0.83,71.6
EMP00233,Presentation,soft_skills,2024-09-27,4,0.87,72.3
EMP00233,Health & Safety,compliance,2024-03-09,16,0.97,88.7
EMP00233,Presentation,soft_skills,2024-08-22,8,0.71,78.8
EMP00234,SQL Advanced,technical,2024-04-27,8,0.85,66.2
EMP00234,Presentation,soft_skills,2024-10-25,24,0.79,75.6
EMP00234,Presentation,soft_skills,2024-07-24,8,0.69,92.4
EMP00235,Anti-Fraud,compliance,2024-07-18,24,0.75,66.8
EMP00235,Communication,soft_skills,2024-01-14,40,0.61,83.5
EMP00235,Strategic Thinking,leadership,2024-06-23,4,0.77,77.9
EMP00235,SQL Advanced,technical,2024-04-18,24,0.58,54.3
EMP00236,Presentation,soft_skills,2024-03-25,24,0.91,76.1
EMP00237,Leadership Fundamental,leadership,2024-01-06,16,0.94,79.0
EMP00237,Strategic Thinking,leadership,2024-07-07,40,0.92,70.3
EMP00237,Communication,soft_skills,2024-08-05,24,0.64,87.4
EMP00237,Strategic Thinking,leadership,2024-06-30,8,0.91,80.2
EMP00237,Negotiation,soft_skills,2024-02-18,4,0.62,48.8
EMP00238,Communication,soft_skills,2024-08-05,16,0.9,75.5
EMP00238,Cloud Computing,technical,2024-11-06,4,0.87,58.3
EMP00239,Code of Conduct,compliance,2024-12-13,8,0.76,45.6
EMP00239,Presentation,soft_skills,2024-05-21,8,0.81,85.4
EMP00239,Data Privacy,compliance,2024-04-17,4,0.79,81.9
EMP00240,Data Privacy,compliance,2024-07-27,24,0.87,79.8
EMP00241,Code of Conduct,compliance,2024-11-05,8,0.71,66.9
EMP00241,SQL Advanced,technical,2024-09-02,4,0.78,89.7
EMP00242,Time Management,soft_skills,2024-03-19,8,0.97,63.0
EMP00242,Change Management,leadership,2024-03-18,24,0.92,74.5
EMP00242,Leadership Fundamental,leadership,2024-09-01,8,0.87,77.8
EMP00243,Strategic Thinking,leadership,2024-11-07,4,0.92,85.8
EMP00243,Leadership Fundamental,leadership,2024-11-26,8,0.8,78.1
EMP00243,Strategic Thinking,leadership,2024-01-07,40,0.98,67.8
EMP00244,Negotiation,soft_skills,2024-01-08,40,0.8,87.4
EMP00244,Cybersecurity Basics,technical,2024-01-07,40,0.84,71.4
EMP00244,Change Management,leadership,2024-11-15,40,0.77,48.9
EMP00244,Presentation,soft_skills,2024-05-04,4,0.63,61.2
EMP00245,Negotiation,soft_skills,2024-09-13,24,0.7,90.5
EMP00245,Strategic Thinking,leadership,2024-11-29,16,0.93,86.4
EMP00245,Cybersecurity Basics,technical,2024-03-22,8,0.75,86.3
EMP00246,Cybersecurity Basics,technical,2024-10-18,24,0.83,81.9
EMP00246,Leadership Fundamental,leadership,2024-04-08,8,0.73,83.1
EMP00246,Time Management,soft_skills,2024-08-30,8,0.97,81.7
EMP00246,Anti-Fraud,compliance,2024-03-18,4,0.81,63.3
EMP00247,Communication,soft_skills,2024-06-05,8,0.95,86.3
EMP00247,Communication,soft_skills,2024-04-09,16,0.64,55.2
EMP00247,Change Management,leadership,2024-11-08,8,0.86,91.6
EMP00247,Python for Data,technical,2024-10-27,4,0.75,67.8
EMP00247,Leadership Fundamental,leadership,2024-10-14,16,0.85,78.1
EMP00248,Data Privacy,compliance,2024-06-14,16,0.77,72.9
EMP00248,Strategic Thinking,leadership,2024-12-09,24,0.82,67.5
EMP00248,Strategic Thinking,leadership,2024-07-11,24,0.48,78.7
EMP00248,Coaching Skills,leadership,2024-12-25,8,0.61,88.2
EMP00248,Code of Conduct,compliance,2024-02-04,8,0.75,96.1
EMP00249,Cloud Computing,technical,2024-09-07,24,0.71,79.5
EMP00250,Presentation,soft_skills,2024-09-15,24,0.68,74.0
EMP00251,Cybersecurity Basics,technical,2024-10-15,16,0.73,98.1
EMP00251,Presentation,soft_skills,2024-04-05,16,0.91,92.3
EMP00251,Leadership Fundamental,leadership,2024-07-04,24,0.73,74.9
EMP00251,Data Privacy,compliance,2024-03-12,40,0.8,35.9
EMP00252,Leadership Fundamental,leadership,2024-12-27,4,0.87,86.0
EMP00253,Communication,soft_skills,2024-10-10,4,0.81,70.3
EMP00254,Leadership Fundamental,leadership,2024-06-03,4,0.85,80.7
EMP00254,Python for Data,technical,2024-10-17,40,0.86,87.9
EMP00255,Anti-Fraud,compliance,2024-07-04,16,0.7,77.9
EMP00255,Health & Safety,compliance,2024-12-05,40,0.77,74.3
EMP00255,Communication,soft_skills,2024-01-02,24,0.79,34.4
EMP00255,Python for Data,technical,2024-03-19,4,0.72,72.5
EMP00255,Change Management,leadership,2024-08-27,40,0.83,79.7
EMP00256,Communication,soft_skills,2024-02-22,40,0.88,41.7
EMP00256,Strategic Thinking,leadership,2024-09-05,40,0.86,70.9
EMP00256,Presentation,soft_skills,2024-10-02,8,0.95,89.7
EMP00256,Cloud Computing,technical,2024-02-13,8,0.87,92.2
EMP00257,Communication,soft_skills,2024-11-23,16,0.77,92.0
EMP00257,Communication,soft_skills,2024-05-11,8,0.8,79.8
EMP00257,Leadership Fundamental,leadership,2024-05-30,8,0.88,45.9
EMP00257,Health & Safety,compliance,2024-04-26,40,0.84,79.0
EMP00257,Cybersecurity Basics,technical,2024-06-16,40,0.89,62.8
EMP00258,Cloud Computing,technical,2024-02-05,24,0.91,71.5
EMP00258,Leadership Fundamental,leadership,2024-01-11,16,0.82,71.0
EMP00259,Change Management,leadership,2024-01-04,24,0.97,64.1
EMP00260,Health & Safety,compliance,2024-09-26,4,0.87,82.8
EMP00260,Leadership Fundamental,leadership,2024-09-25,4,0.69,56.9
EMP00260,Data Privacy,compliance,2024-08-25,8,0.78,81.4
EMP00260,Cloud Computing,technical,2024-12-10,16,0.92,67.1
EMP00261,Change Management,leadership,2024-09-11,4,0.91,75.9
EMP00261,Anti-Fraud,compliance,2024-01-17,8,0.74,65.8
EMP00261,Change Management,leadership,2024-03-16,24,0.82,93.5
EMP00262,Communication,soft_skills,2024-03-12,8,0.9,81.6
EMP00262,Time Management,soft_skills,2024-03-26,16,0.72,77.9
EMP00262,Cloud Computing,technical,2024-11-20,16,0.85,83.4
EMP00263,Coaching Skills,leadership,2024-08-15,24,0.51,62.1
EMP00263,Health & Safety,compliance,2024-03-14,40,0.82,89.5
EMP00263,Coaching Skills,leadership,2024-12-16,8,0.69,90.9
EMP00263,Cybersecurity Basics,technical,2024-10-23,8,0.63,74.1
EMP00264,Strategic Thinking,leadership,2024-11-30,40,0.87,85.2
EMP00264,Data Privacy,compliance,2024-06-25,4,0.64,76.3
EMP00265,Cybersecurity Basics,technical,2024-09-23,24,0.74,61.0
EMP00266,Health & Safety,compliance,2024-12-23,4,0.91,95.9
EMP00266,Change Management,leadership,2024-11-08,24,0.56,51.9
EMP00267,Leadership Fundamental,leadership,2024-07-03,4,0.82,92.3
EMP00267,Change Management,leadership,2024-05-31,40,0.81,56.6
EMP00267,Time Management,soft_skills,2024-02-13,8,0.87,77.5
EMP00268,Cybersecurity Basics,technical,2024-12-05,4,0.69,91.4
