interaction_id,sender_id,receiver_id,channel,interaction_date,response_time_hours,sentiment_raw
INT00004745,EMP00624,EMP00657,email,2024-09-23,1.6022534985621713,0.08885090808569354
INT00004746,EMP00947,EMP00280,email,2024-11-10,1.9363103712024905,0.14346105155187627
INT00004747,EMP00098,EMP00055,slack,2024-09-10,,0.13199561268075521
INT00004748,EMP00411,EMP00447,slack,2024-04-09,,0.044619043404874666
INT00004749,EMP00710,EMP00001,email,2024-10-06,10.3141658869735,0.1657930942366243
INT00004750,EMP00577,EMP00558,email,2024-12-01,1.7342863832094249,-0.024855276030183282
INT00004751,EMP00275,EMP00328,email,2024-02-24,7.799025339297294,-0.053566025026525826
INT00004752,EMP00331,EMP00284,meeting,2024-02-18,,0.013827680627569394
INT00004753,EMP00756,EMP00762,slack,2024-11-11,,0.34963458621529675
INT00004754,EMP00323,EMP00268,meeting,2024-03-20,,-0.5358831208018779
INT00004755,EMP00591,EMP00637,email,2024-08-03,10.157374895576332,-0.16513378652579738
INT00004756,EMP00532,EMP00494,jira_comment,2024-11-02,,-0.4158374599463027
INT00004757,EMP00118,EMP00082,slack,2024-01-09,,0.32226894857413324
INT00004758,EMP00304,EMP00204,meeting,2024-04-19,,0.5083254919235225
INT00004759,EMP00667,EMP00621,jira_comment,2024-04-17,,0.01774001435516985
INT00004760,EMP00172,EMP00002,email,2024-03-26,1.2946249709572617,0.2092192568389208
INT00004761,EMP00728,EMP00701,slack,2024-12-25,,0.059199569341856675
INT00004762,EMP00953,EMP00292,meeting,2024-01-12,,0.1885858640803456
INT00004763,EMP00801,EMP00852,jira_comment,2024-11-18,,-0.4428550499447246
INT00004764,EMP00390,EMP00077,jira_comment,2024-04-08,,-0.021783057809947784
INT00004765,EMP00070,EMP00174,meeting,2024-05-31,,0.4893672864892832
INT00004766,EMP00315,EMP00338,email,2024-08-14,9.181839010466181,-0.29323426116246487
INT00004767,EMP00344,EMP00891,slack,2024-05-28,,-0.0024574452795483592
INT00004768,EMP00810,EMP00827,email,2024-05-05,0.40053705678218776,0.01481905179080105
INT00004769,EMP00254,EMP00232,jira_comment,2024-12-03,,0.39491215618235287
INT00004770,EMP00014,EMP00267,slack,2024-10-03,,-0.20509718825104264
INT00004771,EMP00276,EMP00874,meeting,2024-01-05,,-0.11019784006109451
INT00004772,EMP00236,EMP00232,meeting,2024-08-21,,0.03804460651694082
INT00004773,EMP00188,EMP00035,email,2024-08-19,0.7104497062059525,-0.2877338791074151
INT00004774,EMP00241,EMP00260,email,2024-10-16,0.3687016639247489,0.06423565617479106
INT00004775,EMP00277,EMP00292,slack,2024-04-18,,0.5969100914257432
INT00004776,EMP00970,EMP00168,email,2024-04-02,0.8852466682178916,0.18570351259809256
INT00004777,EMP00049,EMP00108,jira_comment,2024-03-05,,0.3037416454975588
INT00004778,EMP00505,EMP00102,slack,2024-03-16,,-0.19459552433785374
INT00004779,EMP00524,EMP00519,slack,2024-03-29,,-0.06049939152685796
INT00004780,EMP00127,EMP00199,email,2024-04-02,6.049804933337148,0.06929411294964452
INT00004781,EMP00755,EMP00379,email,2024-03-20,9.735290335814204,0.10361380751665888
INT00004782,EMP00155,EMP00527,slack,2024-09-02,,0.189556528404623
INT00004783,EMP00276,EMP00411,email,2024-06-23,5.69852555194994,0.4556630011782966
INT00004784,EMP00769,EMP00756,slack,2024-09-28,,0.1382797698301767
INT00004785,EMP00677,EMP00680,jira_comment,2024-04-26,,0.5758861796544341
INT00004786,EMP00071,EMP00068,email,2024-02-20,0.04197062829318132,0.5081178764669971
INT00004787,EMP00396,EMP00346,slack,2024-06-23,,0.10090688364969105
INT00004788,EMP00512,EMP00541,meeting,2024-12-15,,0.23874763536999447
INT00004789,EMP00704,EMP00690,jira_comment,2024-08-29,,0.25578785675631055
INT00004790,EMP00454,EMP00345,slack,2024-02-09,,-0.22546346993263086
INT00004791,EMP00448,EMP00406,slack,2024-01-23,,-0.3620482730780835
INT00004792,EMP00871,EMP00930,slack,2024-09-13,,0.3143023758285871
INT00004793,EMP00596,EMP00622,jira_comment,2024-10-04,,0.25244061744086976
INT00004794,EMP00045,EMP00137,meeting,2024-06-03,,0.2527644390453555
INT00004795,EMP00678,EMP00130,email,2024-06-15,6.180020820003111,-0.04867324814406279
INT00004796,EMP00275,EMP00310,slack,2024-05-19,,0.7182046675147955
INT00004797,EMP00774,EMP00777,jira_comment,2024-09-16,,-0.14335537752384042
INT00004798,EMP00359,EMP00682,slack,2024-05-21,,0.20878066576784485
INT00004799,EMP00064,EMP00170,slack,2024-01-16,,0.08211237772086864
INT00004800,EMP00393,EMP00479,slack,2024-01-17,,-0.18340235297946486
INT00004801,EMP00345,EMP00450,email,2024-12-08,1.7525473651491077,-0.276158838646947
INT00004802,EMP00676,EMP00660,email,2024-02-14,2.5632397346317743,-0.5216051667465395
INT00004803,EMP00983,EMP00985,meeting,2024-03-27,,0.025056301445858978
INT00004804,EMP00541,EMP00494,slack,2024-02-02,,0.022022785373601056
INT00004805,EMP00745,EMP00724,email,2024-03-26,8.394843309761383,0.13036076947657227
INT00004806,EMP00982,EMP00962,email,2024-04-20,5.11745247546651,0.4451932604082176
INT00004807,EMP00986,EMP00979,email,2024-03-10,1.988633381657157,-0.05937564925950156
INT00004808,EMP00791,EMP00857,email,2024-09-18,8.450380501578739,-0.2559538210759271
INT00004809,EMP00744,EMP00749,slack,2024-06-17,,-0.36957646392276466
INT00004810,EMP00377,EMP00381,meeting,2024-11-13,,-0.15579355020640032
INT00004811,EMP00210,EMP00216,jira_comment,2024-01-31,,0.06795182922262014
INT00004812,EMP00926,EMP00905,email,2024-02-08,1.1152120186611147,-0.24608351718251495
INT00004813,EMP00175,EMP00277,jira_comment,2024-10-21,,0.34153705642310445
INT00004814,EMP00282,EMP00321,slack,2024-03-16,,0.5000067390013289
INT00004815,EMP00118,EMP00290,email,2024-08-14,5.756116254245603,-0.22949768687110875
INT00004816,EMP00157,EMP00080,email,2024-03-27,0.28653121169388657,-0.35458204390821924
INT00004817,EMP00977,EMP00956,email,2024-10-17,1.8762846154793194,0.17263900861010126
INT00004818,EMP00385,EMP00136,slack,2024-04-21,,0.3220368763860505
INT00004819,EMP00007,EMP00905,slack,2024-07-15,,-0.165740771696502
INT00004820,EMP00074,EMP00150,email,2024-05-11,4.46280872685906,0.753354355801783
INT00004821,EMP00261,EMP00309,email,2024-03-14,5.005392053224904,0.07660523269707514
INT00004822,EMP00520,EMP00533,slack,2024-06-24,,0.18576300555345132
INT00004823,EMP00625,EMP00397,meeting,2024-09-14,,0.2439605444022355
INT00004824,EMP00790,EMP00852,slack,2024-11-18,,0.7041047409092134
INT00004825,EMP00036,EMP00434,meeting,2024-06-17,,0.3579959344142608
INT00004826,EMP00858,EMP00836,slack,2024-09-05,,0.5640564531929896
INT00004827,EMP00502,EMP00197,email,2024-09-27,10.471270285531883,0.6033480674163759
INT00004828,EMP00423,EMP00436,email,2024-04-21,4.097200584791037,0.16334775916810157
INT00004829,EMP00215,EMP00250,email,2024-07-09,0.052932414603805614,0.0934926620520581
INT00004830,EMP00870,EMP00912,email,2024-01-26,8.701964218890506,-0.10376220481737253
INT00004831,EMP00783,EMP00044,slack,2024-06-03,,0.37082079458672634
INT00004832,EMP00099,EMP00012,email,2024-01-05,0.6495439328519859,0.4628327079809287
INT00004833,EMP00134,EMP00001,email,2024-01-31,1.4468333852646762,0.24950496054631824
INT00004834,EMP00598,EMP00603,email,2024-08-27,1.6398325072948803,0.3165980046057454
INT00004835,EMP00798,EMP00797,slack,2024-03-09,,0.3777065297380745
INT00004836,EMP00850,EMP00279,slack,2024-08-26,,-0.05039056356516303
INT00004837,EMP00433,EMP00429,email,2024-03-19,4.345446833922199,0.029682633637278785
INT00004838,EMP00285,EMP00928,meeting,2024-03-22,,-0.11363648841344004
INT00004839,EMP00461,EMP00884,email,2024-09-29,2.7144530704828935,0.5185055618915129
INT00004840,EMP00878,EMP00866,email,2024-02-27,3.391130458833762,0.28521633236739236
INT00004841,EMP00453,EMP00474,email,2024-10-09,0.11078889908488594,0.13532962211204158
INT00004842,EMP00326,EMP00676,email,2024-12-28,0.24872935320073344,0.12551476665900824
INT00004843,EMP00742,EMP00256,slack,2024-01-08,,0.17280655255378485
INT00004844,EMP00855,EMP00958,email,2024-12-17,4.820059747056612,0.18118089398568116
INT00004845,EMP00269,EMP00234,email,2024-02-24,0.06746793313183355,0.38263797754936013
INT00004846,EMP00264,EMP00624,slack,2024-08-14,,-0.16081512453658683
INT00004847,EMP00026,EMP00144,slack,2024-04-03,,0.3781091986412657
INT00004848,EMP00586,EMP00701,slack,2024-09-06,,0.21086069002610724
INT00004849,EMP00667,EMP00644,meeting,2024-07-10,,0.00033225492367773557
INT00004850,EMP00608,EMP00667,slack,2024-02-02,,0.2773927488138467
INT00004851,EMP00031,EMP00106,slack,2024-09-14,,-0.08967367360353429
INT00004852,EMP00162,EMP00127,email,2024-12-06,1.7768358981410017,0.09352515583047066
INT00004853,EMP00429,EMP00440,jira_comment,2024-01-24,,0.3072229059613526
INT00004854,EMP00332,EMP00304,slack,2024-05-31,,-0.23829150595206197
INT00004855,EMP00844,EMP00128,slack,2024-07-29,,-0.16352484395372915
INT00004856,EMP00566,EMP00572,email,2024-05-13,4.7507529292132995,0.25405219104628574
INT00004857,EMP00976,EMP00951,meeting,2024-09-16,,-0.05749461167488676
INT00004858,EMP00210,EMP00820,meeting,2024-09-13,,0.26876513204249985
INT00004859,EMP00533,EMP00641,email,2024-03-29,1.6001562437654033,0.14553169307440858
INT00004860,EMP00069,EMP00139,slack,2024-06-28,,-0.01204490455870176
INT00004861,EMP00164,EMP00060,jira_comment,2024-05-21,,0.8113139585705526
INT00004862,EMP00202,EMP00260,email,2024-04-05,1.0408076844422542,-0.03693814807772594
INT00004863,EMP00134,EMP00160,slack,2024-10-28,,-0.04801249577924277
INT00004864,EMP00693,EMP00710,email,2024-01-25,10.555335078192526,0.6511454458966134
INT00004865,EMP00344,EMP00412,slack,2024-04-02,,-0.07782329636390245
INT00004866,EMP00669,EMP00634,slack,2024-04-27,,-0.12125359382384149
INT00004867,EMP00118,EMP00353,slack,2024-12-03,,-0.53798639431305
INT00004868,EMP00664,EMP00628,email,2024-01-23,5.404840396722448,0.21887072080041875
INT00004869,EMP00784,EMP00807,email,2024-10-14,1.7293037444232584,0.006403535301591642
INT00004870,EMP00242,EMP00202,jira_comment,2024-05-29,,-0.19158134904285493
INT00004871,EMP00278,EMP00275,email,2024-07-22,0.10674250430540451,0.07115141755610033
INT00004872,EMP00075,EMP00113,slack,2024-03-12,,0.3670988486496476
INT00004873,EMP00032,EMP00007,jira_comment,2024-03-12,,-0.11401010725401756
INT00004874,EMP00597,EMP00619,email,2024-12-18,0.2559937470548909,-0.15798780211218652
INT00004875,EMP00155,EMP00001,email,2024-03-15,3.7555160759381674,0.45754759540482925
INT00004876,EMP00349,EMP00399,email,2024-02-27,2.300374258818548,0.18170472602477994
INT00004877,EMP00357,EMP00430,email,2024-05-18,1.6273339865692125,0.1152809459671243
INT00004878,EMP00335,EMP00324,email,2024-12-17,10.284218391133628,0.1888898578737861
INT00004879,EMP00336,EMP00289,email,2024-02-09,8.022905393325217,0.2550624840459885
INT00004880,EMP00735,EMP00283,slack,2024-08-03,,-0.19232624633891401
INT00004881,EMP00099,EMP00237,slack,2024-02-29,,0.30339056661095176
INT00004882,EMP00632,EMP00684,email,2024-01-18,4.887618651584765,0.6835417740212129
INT00004883,EMP00357,EMP00347,slack,2024-03-20,,0.0195946750223039
INT00004884,EMP00422,EMP00460,meeting,2024-01-01,,-0.0873175705975916
INT00004885,EMP00681,EMP00466,email,2024-06-06,1.8292601684008691,0.21277700765478919
INT00004886,EMP00600,EMP00660,email,2024-04-13,5.05703221641321,0.25411839813850307
INT00004887,EMP00392,EMP00406,slack,2024-09-20,,0.6526968404350666
INT00004888,EMP00471,EMP00725,email,2024-12-27,2.9344514210716914,-0.26056276337723006
INT00004889,EMP00633,EMP00564,slack,2024-10-01,,-0.09324798060867578
INT00004890,EMP00725,EMP00744,slack,2024-08-01,,0.11659504780735136
INT00004891,EMP00202,EMP00260,email,2024-05-17,1.1422179480913384,0.22444026209379841
INT00004892,EMP00867,EMP00875,slack,2024-12-28,,-0.49283110505294214
INT00004893,EMP00316,EMP00271,meeting,2024-12-16,,-0.37690723293818307
INT00004894,EMP00453,EMP00356,email,2024-09-17,4.425742170404353,0.5176531123409562
INT00004895,EMP00309,EMP00298,slack,2024-05-23,,0.294372943942537
INT00004896,EMP00510,EMP00667,email,2024-04-17,0.4762962571313139,-0.09071201766144532
INT00004897,EMP00129,EMP00378,jira_comment,2024-09-19,,0.12152422992036613
INT00004898,EMP00231,EMP00998,meeting,2024-05-17,,0.24454106872106554
INT00004899,EMP00304,EMP00971,slack,2024-06-09,,0.35742482142837884
INT00004900,EMP00228,EMP00241,email,2024-06-09,0.9592983868954802,0.45875926321575133
INT00004901,EMP00618,EMP00672,slack,2024-12-12,,-0.40863132910687583
INT00004902,EMP00364,EMP00031,meeting,2024-11-25,,0.2163920577122878
INT00004903,EMP00335,EMP00326,slack,2024-12-17,,0.23170878288821656
INT00004904,EMP00675,EMP00608,email,2024-09-09,4.0039051259804275,0.5400905493931402
INT00004905,EMP00273,EMP00619,email,2024-12-25,1.6452598323409626,0.3554751563032773
INT00004906,EMP00241,EMP00226,email,2024-09-30,2.6570516161064663,-0.056671404975593226
INT00004907,EMP00336,EMP00270,jira_comment,2024-10-05,,0.24982435997544755
INT00004908,EMP00546,EMP00513,slack,2024-07-26,,0.038649233073237366
INT00004909,EMP00708,EMP00702,slack,2024-02-20,,-0.2696388180313056
INT00004910,EMP00817,EMP00814,slack,2024-06-25,,0.05583346663720468
INT00004911,EMP00418,EMP00201,email,2024-06-13,2.6609975677416,-0.30642208552768446
INT00004912,EMP00605,EMP00638,email,2024-11-18,1.8818128609972862,-0.14027610076903135
INT00004913,EMP00707,EMP00706,slack,2024-06-02,,0.23166419047710884
INT00004914,EMP00935,EMP00985,email,2024-10-23,1.4363193146221833,0.09566617397943489
INT00004915,EMP00388,EMP00446,meeting,2024-12-19,,0.3071166559215097
INT00004916,EMP00557,EMP00571,meeting,2024-05-09,,0.37102028491805616
INT00004917,EMP00565,EMP00426,slack,2024-11-27,,0.2200020210193255
INT00004918,EMP00188,EMP00183,email,2024-04-20,3.7789225404622537,0.02271476844445626
INT00004919,EMP00972,EMP00747,email,2024-12-05,3.4873014783464282,0.21617257800341194
INT00004920,EMP00971,EMP00876,email,2024-10-22,0.977776767784478,0.06534113584054303
INT00004921,EMP00775,EMP00779,slack,2024-07-08,,0.837300600649138
INT00004922,EMP00350,EMP00344,slack,2024-05-05,,0.2843387747363323
INT00004923,EMP00144,EMP00088,slack,2024-08-29,,0.09393697424768083
INT00004924,EMP00755,EMP00763,email,2024-03-17,5.6960049904348855,0.345674979968377
INT00004925,EMP00897,EMP00877,slack,2024-05-04,,0.235921451147774
INT00004926,EMP00685,EMP00990,jira_comment,2024-01-23,,-0.13239183012494618
INT00004927,EMP00212,EMP00220,email,2024-05-22,5.447653135833733,-0.28650745553170176
INT00004928,EMP00995,EMP00251,email,2024-03-29,0.25801447298718366,0.40093276709657066
INT00004929,EMP00275,EMP00334,slack,2024-07-13,,0.25526024359570754
INT00004930,EMP00261,EMP00668,slack,2024-09-29,,0.26536156347202344
INT00004931,EMP00583,EMP00007,slack,2024-09-01,,-0.3366965354699638
INT00004932,EMP00423,EMP00862,slack,2024-01-26,,-0.1808891499732602
INT00004933,EMP00635,EMP00613,slack,2024-07-15,,0.003927802374667791
INT00004934,EMP00592,EMP00597,email,2024-01-25,2.306751677379192,-0.14858165854266508
INT00004935,EMP00043,EMP00154,email,2024-10-11,8.082714205835329,0.5905454782051556
INT00004936,EMP00232,EMP00212,jira_comment,2024-04-19,,0.16697692566800387
INT00004937,EMP00805,EMP00368,jira_comment,2024-06-28,,-0.01941363080251765
INT00004938,EMP00314,EMP00340,meeting,2024-05-29,,-0.009194577596786865
INT00004939,EMP00254,EMP00213,slack,2024-09-10,,0.41140227281657116
INT00004940,EMP00054,EMP00154,email,2024-10-26,0.5474219814599878,0.19560713589191736
INT00004941,EMP00673,EMP00599,slack,2024-03-13,,-0.04799952332729468
INT00004942,EMP00822,EMP00825,jira_comment,2024-03-24,,0.6299689583486338
INT00004943,EMP00040,EMP00058,email,2024-08-28,1.4646173524974389,0.11384784436391854
INT00004944,EMP00222,EMP00215,email,2024-11-17,18.74074116170679,0.19262061703275352
INT00004945,EMP00152,EMP00262,email,2024-12-22,26.169892745796442,0.6214886055425349
INT00004946,EMP00879,EMP00375,slack,2024-03-28,,0.3351161929384735
INT00004947,EMP00611,EMP00623,email,2024-03-22,10.533781777509713,-0.11238479274945631
INT00004948,EMP00663,EMP00293,email,2024-11-04,0.09849342874668121,-0.5148789881841158
INT00004949,EMP00852,EMP00798,meeting,2024-11-17,,0.3476051079703878
INT00004950,EMP00273,EMP00284,slack,2024-04-26,,-0.03942401890042013
INT00004951,EMP00887,EMP00957,email,2024-11-29,0.6941466073371012,0.08911326285985906
INT00004952,EMP00531,EMP00514,email,2024-02-09,2.956950635589497,-0.032316759785952526
INT00004953,EMP00125,EMP00725,slack,2024-10-31,,-0.0578692381586659
INT00004954,EMP00985,EMP00992,email,2024-11-14,0.3804266984481795,-0.32296530996719264
INT00004955,EMP00568,EMP00665,email,2024-04-28,0.30481131278094187,-0.22739943415296335
INT00004956,EMP00769,EMP00435,slack,2024-05-30,,0.14404157757340125
INT00004957,EMP00296,EMP00330,email,2024-06-26,0.8017795225422821,0.17225335329799446
INT00004958,EMP00919,EMP00862,slack,2024-12-13,,0.1825996006783484
INT00004959,EMP00511,EMP00503,slack,2024-04-11,,-0.012142958637795229
INT00004960,EMP00877,EMP00894,email,2024-07-19,2.3454521865966242,-0.13293842350826737
INT00004961,EMP00836,EMP00781,email,2024-09-16,1.632897113470471,-0.2271928922778034
INT00004962,EMP00720,EMP00694,email,2024-07-23,4.097347125176533,-0.2759333181782956
INT00004963,EMP00972,EMP00980,slack,2024-07-27,,0.0025930452338002036
INT00004964,EMP00507,EMP00511,slack,2024-06-10,,0.32096788746536176
INT00004965,EMP00203,EMP00241,meeting,2024-07-24,,0.13036266630476195
INT00004966,EMP00056,EMP00140,slack,2024-06-12,,-0.04032265041428293
INT00004967,EMP00664,EMP00672,email,2024-07-29,9.669310610858638,0.08782863598458449
INT00004968,EMP00537,EMP00505,slack,2024-07-12,,-0.11432625214146289
INT00004969,EMP00177,EMP00170,email,2024-05-06,5.135758584556969,0.018290097032073002
INT00004970,EMP00742,EMP00720,slack,2024-12-21,,0.22733580648477963
INT00004971,EMP00737,EMP00725,slack,2024-10-30,,-0.20588194139002733
INT00004972,EMP00967,EMP00974,slack,2024-06-03,,0.43074893231811173
INT00004973,EMP00826,EMP00857,jira_comment,2024-08-25,,0.4607222109898603
INT00004974,EMP00247,EMP00230,email,2024-10-14,1.4751073065462572,0.008744805222382496
INT00004975,EMP00399,EMP00388,meeting,2024-04-21,,-0.1578317295871199
INT00004976,EMP00139,EMP00100,email,2024-03-21,3.898289535331656,0.2739397529399822
INT00004977,EMP00126,EMP00715,email,2024-02-11,1.0704743930204155,-0.06341192682330518
INT00004978,EMP00744,EMP00724,email,2024-01-11,3.3438194480324315,-0.17745633167288608
INT00004979,EMP00457,EMP00916,slack,2024-09-02,,0.8304802774489253
INT00004980,EMP00736,EMP00750,jira_comment,2024-08-25,,0.24134983087077533
INT00004981,EMP00628,EMP00058,email,2024-05-04,8.700225794806263,-0.16738768383189698
INT00004982,EMP00255,EMP00258,slack,2024-04-24,,0.1829500204716092
INT00004983,EMP00056,EMP00171,slack,2024-09-02,,0.6024064712413573
INT00004984,EMP00081,EMP00522,slack,2024-03-10,,-0.0029801648630442407
INT00004985,EMP00064,EMP00025,meeting,2024-12-05,,0.3617212559734838
INT00004986,EMP00507,EMP00521,jira_comment,2024-12-01,,0.17686318192140432
INT00004987,EMP00641,EMP00633,meeting,2024-06-01,,0.3744587063989484
INT00004988,EMP00160,EMP00247,slack,2024-05-29,,0.2421397508552389
INT00004989,EMP00324,EMP00338,jira_comment,2024-11-22,,0.17241703839933448
INT00004990,EMP00565,EMP00587,meeting,2024-08-22,,0.03472972604587675
INT00004991,EMP00262,EMP00261,email,2024-11-29,12.445602227321102,0.263398319570047
INT00004992,EMP00153,EMP00004,email,2024-02-07,3.469643636539974,0.09830839217760654
INT00004993,EMP00753,EMP00776,email,2024-02-09,0.5961529793983434,0.22046568275060505
INT00004994,EMP00726,EMP00727,slack,2024-01-30,,-0.24180285906877277
INT00004995,EMP00247,EMP00240,slack,2024-11-22,,-0.03466105679128334
INT00004996,EMP00660,EMP00612,email,2024-04-13,0.6046244503130349,0.561187701092539
INT00004997,EMP00299,EMP00297,email,2024-08-23,9.590525201119826,0.43998991372394225
INT00004998,EMP00008,EMP00845,email,2024-01-08,4.616857445595897,0.35767447292872334
INT00004999,EMP00201,EMP00205,email,2024-04-16,6.593456228163239,0.062122458793383545
INT00005000,EMP00838,EMP00857,slack,2024-10-07,,-0.016331874624808465
INT00005001,EMP00593,EMP00460,email,2024-02-19,4.625109795025987,0.17201776507507405
INT00005002,EMP00605,EMP00067,slack,2024-05-24,,0.2635635350134014
INT00005003,EMP00904,EMP00906,slack,2024-08-14,,0.2687711295783226
INT00005004,EMP00921,EMP00927,email,2024-02-23,0.4972307127988928,0.4394202777926164
INT00005005,EMP00349,EMP00477,email,2024-02-10,0.4177976002780295,0.18181932012544397
INT00005006,EMP00717,EMP00706,slack,2024-03-01,,-0.20470822855511453
INT00005007,EMP00818,EMP00449,jira_comment,2024-12-01,,0.03433646527705424
INT00005008,EMP00808,EMP00019,email,2024-10-30,0.804330119039256,0.3043219231051919
INT00005009,EMP00020,EMP00877,slack,2024-08-07,,0.4852811787891722
INT00005010,EMP00830,EMP00796,slack,2024-01-18,,-0.08991699973771189
INT00005011,EMP00075,EMP00019,email,2024-10-20,0.2974549264007259,0.38979916956484506
INT00005012,EMP00914,EMP00891,slack,2024-11-05,,0.17746455114699597
INT00005013,EMP00491,EMP00530,slack,2024-12-21,,0.28172311373190717
INT00005014,EMP00745,EMP00722,slack,2024-12-02,,0.031415822648590816
INT00005015,EMP00013,EMP00063,email,2024-09-17,3.3158930762119,0.9695527955793617
INT00005016,EMP00844,EMP00855,email,2024-08-12,11.277001908723234,0.12913424386646316
INT00005017,EMP00344,EMP00729,email,2024-06-30,3.5437330709718884,0.9363010167577208
INT00005018,EMP00194,EMP00189,meeting,2024-07-07,,-0.5359955897296204
INT00005019,EMP00476,EMP00322,meeting,2024-06-25,,-0.1245062061319395
INT00005020,EMP00150,EMP00082,slack,2024-09-15,,0.017155582369491953
INT00005021,EMP00187,EMP00809,email,2024-07-07,2.2581913817433863,0.05143084922307536
INT00005022,EMP00974,EMP00152,email,2024-02-15,6.19406324295003,0.1929693406720973
INT00005023,EMP00438,EMP00454,email,2024-09-25,8.032279812115737,0.14532455721391624
INT00005024,EMP00526,EMP00495,slack,2024-05-23,,0.25407105484504616
INT00005025,EMP00287,EMP00310,slack,2024-01-02,,-0.1845031303751634
INT00005026,EMP00466,EMP00860,slack,2024-04-07,,0.43342606261461347
INT00005027,EMP00544,EMP00518,slack,2024-08-31,,0.20353484459043375
INT00005028,EMP00143,EMP00678,email,2024-11-27,0.8570643624310025,-0.18340480994630506
INT00005029,EMP00990,EMP00138,meeting,2024-01-28,,-0.02534876955326018
INT00005030,EMP00121,EMP00929,slack,2024-04-03,,-0.1965823393438942
INT00005031,EMP00438,EMP00661,slack,2024-08-12,,0.3908647941804754
INT00005032,EMP00047,EMP00068,meeting,2024-03-14,,0.11333401865772895
INT00005033,EMP00131,EMP00208,slack,2024-12-15,,0.5780640376576167
INT00005034,EMP00233,EMP00242,email,2024-04-22,7.596611386879647,0.04724877935686255
INT00005035,EMP00583,EMP00128,slack,2024-04-30,,-0.9591227302689628
INT00005036,EMP00515,EMP00522,email,2024-01-11,5.486855284988824,0.41429046313154383
INT00005037,EMP00533,EMP00592,meeting,2024-08-24,,0.18628320495441997
INT00005038,EMP00673,EMP00969,slack,2024-06-29,,0.2500521017328804
INT00005039,EMP00888,EMP00867,slack,2024-11-16,,0.05193857803749412
INT00005040,EMP00119,EMP00938,slack,2024-04-03,,-0.0012325581225579862
INT00005041,EMP00857,EMP00157,email,2024-09-05,5.039508330619295,0.604480638213882
INT00005042,EMP00286,EMP00333,email,2024-08-21,4.389745666860074,0.00527561121963524
INT00005043,EMP00596,EMP00614,slack,2024-10-22,,0.11507331946247411
INT00005044,EMP00109,EMP00032,slack,2024-06-13,,0.014987937431295076
INT00005045,EMP00089,EMP00764,slack,2024-10-22,,0.23921380230494793
INT00005046,EMP00841,EMP00794,slack,2024-05-17,,-0.1620557808029722
INT00005047,EMP00476,EMP00390,meeting,2024-06-08,,0.050759416625621424
INT00005048,EMP00251,EMP00247,email,2024-12-13,7.426750015408692,-0.1134490702662922
INT00005049,EMP00128,EMP00983,meeting,2024-05-19,,-0.12635142756645468
INT00005050,EMP00104,EMP00424,meeting,2024-08-21,,0.3367365452316783
INT00005051,EMP00269,EMP00286,email,2024-05-22,1.9923275810504715,-0.061572835538793336
INT00005052,EMP00696,EMP00626,slack,2024-01-17,,0.4187910980880635
INT00005053,EMP00395,EMP00416,slack,2024-05-11,,0.5302663538893267
INT00005054,EMP00850,EMP00768,email,2024-04-03,0.35772986651573313,-0.1286338070230821
INT00005055,EMP00372,EMP00138,slack,2024-04-17,,0.44768417632898283
INT00005056,EMP00805,EMP00140,slack,2024-06-10,,0.1581345541241142
INT00005057,EMP00482,EMP00203,slack,2024-03-28,,0.5526964671435317
INT00005058,EMP00747,EMP00717,slack,2024-01-27,,0.14824034375622983
INT00005059,EMP00888,EMP01000,email,2024-01-24,1.1582014574910573,0.5044705320484416
INT00005060,EMP00726,EMP00696,meeting,2024-10-30,,0.18092160520842548
INT00005061,EMP00769,EMP00758,slack,2024-03-22,,-0.08478141178143372
INT00005062,EMP00088,EMP00234,meeting,2024-05-27,,0.2543925471577916
INT00005063,EMP00208,EMP00617,slack,2024-11-17,,-0.06344253733683822
INT00005064,EMP00548,EMP00566,email,2024-02-28,1.11980477008619,0.11404160257898208
INT00005065,EMP00935,EMP00948,meeting,2024-11-01,,0.0944754605381139
INT00005066,EMP00591,EMP00340,email,2024-10-28,10.346693181321104,0.2834350236312687
INT00005067,EMP00334,EMP00578,email,2024-03-17,1.9638254937665232,0.25877239628418985
INT00005068,EMP00514,EMP00529,slack,2024-10-25,,0.37833660798634805
INT00005069,EMP00071,EMP00155,slack,2024-09-13,,0.20358113942816622
INT00005070,EMP00502,EMP00538,slack,2024-01-29,,-0.3265183206480132
INT00005071,EMP00367,EMP00354,meeting,2024-03-07,,0.15634649473580542
INT00005072,EMP00201,EMP00209,jira_comment,2024-01-23,,0.06771651683374329
INT00005073,EMP00530,EMP00542,email,2024-02-20,10.217322956878625,0.010507419049885405
INT00005074,EMP00378,EMP00407,email,2024-12-09,0.8933880276722332,-0.04102964079348975
INT00005075,EMP00282,EMP00327,email,2024-03-11,1.485374048553819,0.025766730969697824
INT00005076,EMP00945,EMP00994,slack,2024-03-29,,0.2754315973382915
INT00005077,EMP00424,EMP00680,email,2024-03-04,3.02705041423853,0.08167246610651492
INT00005078,EMP00144,EMP00909,jira_comment,2024-10-13,,-0.08150550597096445
INT00005079,EMP00173,EMP00194,email,2024-04-30,1.7207202658819307,-0.2591843424082013
INT00005080,EMP00609,EMP00623,slack,2024-05-12,,0.7815932455470539
INT00005081,EMP00172,EMP00203,slack,2024-03-20,,0.08810419070547269
