employee_id,flight_risk_score,is_flight_risk_sim
EMP00811,0.9600944370861092,1
EMP00812,0.0039705717115882475,0
EMP00813,0.0035201344776323784,0
EMP00814,0.006779564677223535,0
EMP00815,0.003864114817361396,0
EMP00816,0.9895900301867738,1
EMP00817,0.9110403345380752,1
EMP00818,0.9326959667812049,1
EMP00819,0.954629435818373,1
EMP00820,0.0529741363368288,0
EMP00821,0.9990434300397246,1
EMP00822,0.006379971618582593,0
EMP00823,0.02600096850139102,0
EMP00824,0.007456764418437029,0
EMP00825,0.0020790590378520356,0
EMP00826,0.0044667723511527604,0
EMP00827,0.9975820410830065,1
EMP00828,0.9977817802122472,1
EMP00829,0.0214164027263548,0
EMP00830,0.009250326113081995,0
EMP00831,0.002359869109673855,0
EMP00832,0.01004404852243771,0
EMP00833,0.9466239720031376,1
EMP00834,0.07228123266160968,0
EMP00835,0.029198009250301356,0
EMP00836,0.006275330856717039,0
EMP00837,0.0028702986263144407,0
EMP00838,0.0052482155614222235,0
EMP00839,0.9170492563118954,1
EMP00840,0.006907078280010069,0
EMP00841,0.9678613934695586,1
EMP00842,0.06844931934830789,0
EMP00843,0.00809572707072205,0
EMP00844,0.0048634800843051105,0
EMP00845,0.9877916420641112,1
EMP00846,0.04970498292873532,0
EMP00847,0.046948933954625606,0
EMP00848,0.009703209549874905,0
EMP00849,0.008786296511341806,0
EMP00850,0.017150343098834495,0
EMP00851,0.0023753477583488497,0
EMP00852,0.9963465615646823,1
EMP00853,0.005038700350265786,0
EMP00854,0.9758013961500994,1
EMP00855,0.020929968935233807,0
EMP00856,0.9967920162661553,1
EMP00857,0.005177875970280057,0
EMP00858,0.9764113491019357,1
EMP00859,0.9998990396080415,1
EMP00860,0.9974403979635406,1
EMP00861,0.0006000245228343502,0
EMP00862,0.9920511349192855,1
EMP00863,0.9768730647454575,1
EMP00864,0.0024888165687051507,0
EMP00865,0.004557966260332528,0
EMP00866,0.0014789383579044805,0
EMP00867,0.9461752521363146,1
EMP00868,0.011829638070864108,0
EMP00869,0.004672665965978715,0
EMP00870,0.005810069383525058,0
EMP00871,0.0008277041021975041,0
EMP00872,0.00174593041908609,0
EMP00873,0.009459268156044389,0
EMP00874,0.03768788853532763,0
EMP00875,0.020176822476205745,0
EMP00876,0.0012157871767303234,0
EMP00877,0.0002861883185003095,0
EMP00878,0.9334278249318313,1
EMP00879,0.005329542084071458,0
EMP00880,0.009521456232173141,0
EMP00881,0.002789556851707577,0
EMP00882,0.004936315144212436,0
EMP00883,0.0004977329778468758,0
EMP00884,0.0004583569245309885,0
EMP00885,0.011008635756214719,0
EMP00886,0.9929866886810664,1
EMP00887,0.002274142743548396,0
EMP00888,0.005030365649311506,0
EMP00889,0.00652229319587756,0
EMP00890,0.03216712765209067,0
EMP00891,0.0009404903053498085,0
EMP00892,0.001457241596027416,0
EMP00893,0.00436504496531592,0
EMP00894,0.006376588479502138,0
EMP00895,0.032506801761204844,0
EMP00896,0.0015748010429434895,0
EMP00897,0.0016762351606723516,0
EMP00898,0.01451428906086544,0
EMP00899,0.0012828728500524833,0
EMP00900,0.00985957181720326,0
EMP00901,0.0007377492187616584,0
EMP00902,0.0029789519429401,0
EMP00903,0.002955164463172701,0
EMP00904,0.005411016398557214,0
EMP00905,0.9862420520091457,1
EMP00906,0.997283082266413,1
EMP00907,0.010604445081530222,0
EMP00908,0.002077844237171531,0
EMP00909,0.0006286241380798859,0
EMP00910,0.9736847587175282,1
EMP00911,0.9906705584573507,1
EMP00912,0.003222135259409306,0
EMP00913,0.034481448341090654,0
EMP00914,0.0008761831883256999,0
EMP00915,0.018827652996695598,0
EMP00916,0.004655769174737755,0
EMP00917,0.00568762121485356,0
EMP00918,0.0020463784698815514,0
EMP00919,0.0019690351458317864,0
EMP00920,0.017323911311658256,0
EMP00921,0.9819668152871706,1
EMP00922,0.9365990660757308,1
EMP00923,0.0035448631765597994,0
EMP00924,0.9387680985591169,1
EMP00925,0.0005398056537491931,0
EMP00926,0.0008420733089046312,0
EMP00927,0.006127798765970475,0
EMP00928,0.0011400140352623197,0
EMP00929,0.9063848864497728,1
EMP00930,0.00431628219076959,0
EMP00931,0.010063295052522986,0
EMP00932,0.003925146730882469,0
EMP00933,0.0029657662406515368,0
EMP00934,0.9981435011693669,1
EMP00935,0.9882262398587736,1
EMP00936,0.049505935703621565,0
EMP00937,0.005866146168115299,0
EMP00938,0.010443623267885763,0
EMP00939,0.03840738410146152,0
EMP00940,0.9361692552921956,1
EMP00941,0.9857397316166107,1
EMP00942,0.013862942610078807,0
EMP00943,0.046780586765699995,0
EMP00944,0.005902718625003201,0
EMP00945,0.9658640123482295,1
EMP00946,0.0045027561705053235,0
EMP00947,0.01770923641323368,0
EMP00948,0.006509370840386804,0
EMP00949,0.95418295246408,1
EMP00950,0.9921725747190788,1
EMP00951,0.012601572237465735,0
EMP00952,0.0005700431719087953,0
EMP00953,0.007954727973993131,0
EMP00954,0.0010579730556311878,0
EMP00955,0.9184352110632319,1
EMP00956,0.011519753164546913,0
EMP00957,0.004226191192937503,0
EMP00958,0.011702807654272234,0
EMP00959,0.011336352823399553,0
EMP00960,0.9558056778966179,1
EMP00961,0.009168635053138583,0
EMP00962,0.0023229417831085266,0
EMP00963,0.0014926629446425606,0
EMP00964,0.0034166301073706947,0
EMP00965,0.9402578178460962,1
EMP00966,0.0012252268167033341,0
EMP00967,0.004355215036471362,0
EMP00968,0.9971947006949231,1
EMP00969,0.010764943560376357,0
EMP00970,0.002806471654048409,0
EMP00971,0.0073154775669440324,0
EMP00972,0.004457458684167145,0
EMP00973,0.0009598236026504229,0
EMP00974,0.0005102902965115063,0
EMP00975,0.012125688325007149,0
EMP00976,0.9522798713369245,1
EMP00977,0.0028056493417164437,0
EMP00978,0.00844850542349336,0
EMP00979,0.0037028548600532233,0
EMP00980,0.0039979758746502905,0
EMP00981,0.0004168034460601863,0
EMP00982,0.0007554989699672539,0
EMP00983,0.008715840030364285,0
EMP00984,0.00546073138568637,0
EMP00985,0.005951779658969966,0
EMP00986,0.01658539531098938,0
EMP00987,0.007666309464385243,0
EMP00988,0.9957729913857665,1
EMP00989,0.004041649192108378,0
EMP00990,0.0013836729252295365,0
EMP00991,0.003552661706432419,0
EMP00992,0.010031005382398893,0
EMP00993,0.9759559188900708,1
EMP00994,0.02256845877998916,0
EMP00995,0.0022732753322612224,0
EMP00996,0.003918154554903453,0
EMP00997,0.986054208458826,1
EMP00998,0.013771668029413323,0
EMP00999,0.0007623330532626616,0
EMP01000,0.9914143961398081,1
