employee_id,department,job_level,tenure_years,monthly_salary,engagement_score,age,gender,education,salary_vs_dept_avg,latest_rating,avg_rating,rating_trend,avg_sentiment,pct_negative_review,absent_rate,avg_hours_worked,no_show_count,absence_worsening,influence_score,in_degree_weighted_norm,betweenness_norm,network_role,is_isolated,avg_completion_rate,n_trainings_completed,avg_assessment_score
EMP00217,Product,3,5.0,23912800,3.9,44,L,S1,1.05835369278594,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.015267175572519083,7.82824427480916,2,-0.00023310023310023353,0.0526,0.1304347826086956,0.0357142857142857,Central Connector,1,0.87,2,77.0
EMP00218,Product,2,2.42,20494043,2.7,31,L,S2,0.9070433445336324,3,3.0,-3.14018491736755e-16,-0.064,0.5,0.07251908396946564,7.064503816793893,0,0.014219114219114218,0.1652,0.5652173913043478,0.0,Central Connector,0,0.88,1,24.6
EMP00219,Product,3,4.22,22615036,3.0,44,L,S1,1.0009161145113485,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.007633587786259542,7.924809160305344,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.7,0,90.4
EMP00220,Product,3,2.33,19683053,3.5,36,L,S1,0.871149837235764,3,3.5,-0.9999999999999998,-0.2143,1.0,0.026717557251908396,7.7854961832061065,0,-0.0006993006993007006,0.0092,0.0,0.0,Information Broker,1,0.732,2,78.34
EMP00221,Product,3,1.16,20009694,2.3,35,P,S1,0.885606601335547,1,1.5,-1.0,-0.08530000000000001,0.5,0.0,7.959160305343512,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.96,1,65.7
EMP00222,Product,1,4.47,14882256,1.4,41,P,S2,0.6586719495243432,2,1.5,0.9999999999999998,-0.31930000000000003,1.0,0.011450381679389313,7.893129770992366,0,0.015151515151515152,0.0431,0.1304347826086956,0.0,Information Broker,1,0.7799999999999999,2,71.2
EMP00223,Product,3,3.01,26318670,2.0,35,L,S1,1.1648347990914714,1,1.5,-1.0,-0.6249,1.0,0.015267175572519083,7.872519083969466,0,-0.015384615384615385,0.0462,0.1304347826086956,0.0119645848289064,Information Broker,1,0.6675,1,74.775
EMP00224,Product,1,5.2,24329389,2.6,38,P,S3,1.0767914544250623,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.015267175572519083,7.8683206106870225,0,0.0,0.1729,0.2608695652173913,0.3095238095238095,Central Connector,0,0.8533333333333334,3,79.8
EMP00225,Product,2,4.68,25521052,3.5,48,P,S2,1.1295331215073936,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.011450381679389313,7.889694656488549,0,0.014918414918414918,0.1782,0.1304347826086956,0.4546542234984446,Central Connector,0,0.49333333333333335,0,75.83333333333333
EMP00226,Product,1,3.41,19551470,3.7,32,L,S2,0.8653261213196918,3,3.0,-3.14018491736755e-16,0.0,0.0,0.015267175572519083,7.922519083969465,0,-0.00023310023310023353,0.0518,0.1739130434782608,0.0,Central Connector,1,0.835,3,73.6
EMP00227,Product,1,5.21,16380901,2.8,34,P,S1,0.7250002954280093,4,3.5,0.9999999999999996,0.06885000000000001,0.5,0.019083969465648856,7.470992366412214,0,0.014918414918414918,0.1959,0.3043478260869565,0.3452380952380952,Central Connector,0,0.73,1,86.0
EMP00228,Product,2,6.05,19906156,2.4,49,L,S2,0.8810241256470592,2,2.0,-1.570092458683775e-16,0.04915,0.5,0.019083969465648856,7.4225190839694655,0,0.030303030303030304,0.0381,0.1304347826086956,0.0,Information Broker,1,0.79,1,64.3
EMP00229,Product,3,4.11,21280094,3.4,29,P,S1,0.9418330796783283,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.011450381679389313,7.866412213740458,0,-0.00023310023310023353,0.0526,0.1739130434782608,0.0,Central Connector,1,0.82,2,74.33333333333333
EMP00230,Product,1,5.06,18079619,4.0,47,L,S1,0.8001836477874965,5,5.0,-1.0721261933235726e-15,0.6705,0.0,0.0,8.02175572519084,0,0.0,0.0092,0.0,0.0,Central Connector,1,0.84,3,80.725
EMP00231,Product,3,5.92,24297573,3.1,37,L,S1,1.0753833139693367,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.007633587786259542,7.92442748091603,0,-0.015384615384615385,0.0772,0.2608695652173913,0.0358937544867193,Central Connector,1,0.7725,2,77.1
EMP00232,Product,1,2.01,14620218,2.5,27,P,S3,0.6470744417063444,3,3.5,-0.9999999999999998,0.0,0.0,0.03435114503816794,7.729389312977099,0,0.04498834498834499,0.0092,0.0,0.0,Information Broker,1,0.835,2,87.3
EMP00233,Product,2,1.97,23319861,4.6,34,P,D3,1.0321108780487784,5,5.0,-1.0721261933235726e-15,0.6705,0.0,0.03435114503816794,7.739312977099237,0,0.014685314685314685,0.0092,0.0,0.0,Information Broker,1,0.8160000000000001,3,76.82000000000001
EMP00234,Product,1,3.31,17176092,4.4,36,P,S2,0.7601945567156938,5,4.5,0.9999999999999991,0.6705,0.0,0.003816793893129771,7.963740458015267,0,0.0,0.0092,0.0,0.0,Central Connector,1,0.7766666666666667,1,78.06666666666666
EMP00235,Product,2,3.99,21664158,3.4,46,P,S1,0.9588313213173726,3,3.0,-3.14018491736755e-16,0.318,0.0,0.0648854961832061,7.127480916030534,3,-0.01631701631701632,0.2259,0.1739130434782608,0.5595238095238094,Central Connector,0,0.6775,0,70.625
EMP00236,Product,1,6.1,18896441,2.7,28,P,S2,0.8363352728606287,4,3.5,0.9999999999999996,0.05685000000000001,0.5,0.019083969465648856,7.605725190839695,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.91,1,76.1
EMP00237,Product,2,1.95,26664234,1.9,28,L,S2,1.1801290739356503,3,2.5,0.9999999999999994,-0.16445,0.5,0.03435114503816794,7.278625954198473,0,-0.031002331002331004,0.0438,0.1304347826086956,0.0,Information Broker,1,0.806,3,73.14
EMP00238,Product,1,4.0,18398377,3.4,31,P,S1,0.8142915191536712,3,3.5,-0.9999999999999998,-0.2143,1.0,0.015267175572519083,7.888167938931297,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.885,2,66.9
EMP00239,Product,2,6.34,21822641,2.1,35,P,S1,0.9658456010459612,3,2.0,1.9999999999999996,-0.31930000000000003,1.0,0.0,8.004961832061069,0,0.0,0.1479,0.1304347826086956,0.3469729600382867,Central Connector,0,0.7866666666666667,1,70.96666666666667
EMP00240,Product,1,3.36,18144916,3.4,25,L,S2,0.8030736197304661,3,3.5,-0.9999999999999998,-0.2023,1.0,0.022900763358778626,7.782442748091603,1,-0.015617715617715619,0.2759,0.2608695652173913,0.6845238095238095,Central Connector,0,0.87,1,79.8
EMP00241,Product,4,6.26,34138715,2.9,49,L,S2,1.510941215048709,3,3.5,-0.9999999999999998,-0.11315,0.5,0.019083969465648856,7.898091603053436,1,0.04522144522144522,0.0092,0.0,0.0,Information Broker,1,0.745,0,78.30000000000001
EMP00242,Product,3,3.53,27525975,5.0,50,P,S1,1.2182687635401739,4,4.5,-1.0000000000000007,0.0,0.0,0.007633587786259542,7.969465648854962,0,0.0,0.0392,0.1304347826086956,0.0,Central Connector,1,0.9199999999999999,3,71.76666666666667
EMP00243,Product,1,1.46,18614984,3.5,51,P,S1,0.8238783018948509,3,3.5,-0.9999999999999998,-0.10115,0.5,0.015267175572519083,7.8683206106870225,0,0.015151515151515152,0.0581,0.1304347826086956,0.0538406317300789,Information Broker,1,0.9,3,77.23333333333333
EMP00244,Product,2,4.37,24071255,3.2,51,P,S1,1.0653667332659507,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.026717557251908396,7.745801526717558,1,-0.031002331002331004,0.0628,0.1304347826086956,0.0,Information Broker,1,0.76,2,67.22500000000001
EMP00245,Product,2,6.12,17964810,2.5,46,L,D3,0.7951023302874521,3,3.5,-0.9999999999999998,-0.2023,1.0,0.019083969465648856,7.816412213740459,0,0.030303030303030304,0.0419,0.1304347826086956,0.0,Information Broker,1,0.7933333333333333,1,87.73333333333333
EMP00246,Product,1,3.52,18682063,3.3,32,L,S1,0.82684714315804,3,3.5,-0.9999999999999998,-0.2023,1.0,0.026717557251908396,7.74236641221374,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.835,3,77.5
EMP00247,Product,1,3.99,16619723,2.5,29,P,S1,0.7355702891392653,4,3.5,0.9999999999999996,-0.11315,0.5,0.026717557251908396,7.747328244274809,0,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.8099999999999999,3,75.8
EMP00248,Product,2,5.37,18997784,2.9,28,P,S1,0.8408206003123703,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.022900763358778626,7.787022900763359,2,-0.00046620046620046707,0.0381,0.1304347826086956,0.0,Information Broker,1,0.6859999999999999,1,80.67999999999999
EMP00249,Product,1,1.63,18715329,4.2,36,P,S1,0.8283194589865593,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.030534351145038167,7.740458015267175,0,-0.00046620046620046707,0.0516,0.1739130434782608,0.0,Central Connector,1,0.71,0,79.5
EMP00250,Product,2,6.32,19329119,3.3,39,L,S1,0.8554851155844936,4,4.0,-3.14018491736755e-16,-0.2023,1.0,0.026717557251908396,7.764503816793893,1,0.030303030303030304,0.0665,0.2608695652173913,0.0,Central Connector,1,0.68,0,74.0
EMP00251,Product,3,2.65,21893371,3.0,28,L,S1,0.9689760314719569,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.015267175572519083,7.922900763358779,2,-0.06153846153846154,0.0092,0.0,0.0,Information Broker,1,0.7925,2,75.3
EMP00252,Product,1,3.93,18198934,3.4,46,P,S1,0.8054643957908568,4,3.5,0.9999999999999996,-0.11315,0.5,0.0,8.0087786259542,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.87,1,86.0
EMP00253,Product,1,6.14,20646903,2.2,43,P,S1,0.9138087565924151,2,2.0,-1.570092458683775e-16,0.08399999999999999,0.5,0.019083969465648856,7.5278625954198475,0,0.030303030303030304,0.0379,0.1304347826086956,0.0,Information Broker,1,0.81,1,70.3
EMP00254,Product,4,3.36,33986895,2.5,26,P,D3,1.5042218322228265,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.022900763358778626,7.825190839694656,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.855,2,84.30000000000001
EMP00255,Product,1,5.83,20579596,2.7,44,L,S1,0.9108298243050903,3,3.5,-0.9999999999999998,-0.2143,1.0,0.022900763358778626,7.841221374045801,0,0.045454545454545456,0.0092,0.0,0.0,Information Broker,1,0.762,1,67.76
EMP00256,Product,3,2.42,34894473,5.0,30,L,S1,1.5443902160085512,4,4.5,-1.0000000000000007,0.33525,0.0,0.030534351145038167,7.717557251908397,1,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.89,4,73.625
EMP00257,Product,1,4.41,15360488,2.6,42,L,S1,0.679837961166995,4,3.5,0.9999999999999996,-0.2263,1.0,0.015267175572519083,7.919847328244275,0,-0.00046620046620046707,0.0512,0.1304347826086956,0.0357142857142857,Information Broker,1,0.836,4,71.9
EMP00258,Product,5,2.86,33643210,3.6,35,L,S1,1.4890107198100127,4,3.5,0.9999999999999996,-0.2143,1.0,0.019083969465648856,7.865648854961833,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.865,2,71.25
EMP00259,Product,1,4.97,18577883,2.5,49,L,S1,0.8222362532700118,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.03435114503816794,7.744274809160306,1,-0.031002331002331004,0.1048,0.391304347826087,0.0,Central Connector,0,0.97,1,64.1
EMP00260,Product,1,4.69,19956121,4.2,36,L,S1,0.8832355204757724,5,5.0,-1.0721261933235726e-15,0.6705,0.0,0.019083969465648856,7.841221374045801,1,-0.015617715617715619,0.1058,0.391304347826087,0.0,Central Connector,0,0.815,2,72.05
EMP00261,Marketing,1,3.38,10986965,3.7,28,P,D3,0.7905450624460996,4,3.5,0.9999999999999996,-0.10115,0.5,0.03435114503816794,7.679389312977099,0,-0.015850815850815853,0.0092,0.0,0.0,Information Broker,1,0.8233333333333333,2,78.39999999999999
EMP00262,Marketing,2,2.24,12635598,3.2,39,L,S1,0.9091691481636477,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.011450381679389313,7.8606870229007635,0,-0.00023310023310023353,0.0497,0.1304347826086956,0.0,Information Broker,1,0.8233333333333333,2,80.96666666666667
EMP00263,Marketing,2,2.74,10307805,3.8,34,P,S2,0.7416774648328467,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.011450381679389313,7.960687022900762,0,-0.015617715617715619,0.0392,0.1304347826086956,0.0,Information Broker,1,0.6625,1,79.15
EMP00264,Marketing,1,3.02,11461182,3.5,51,P,S3,0.8246663969436612,3,3.5,-0.9999999999999998,-0.10115,0.5,0.007633587786259542,7.95,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.755,1,80.75
EMP00265,Marketing,3,1.13,15866914,2.0,51,L,S1,1.1416720194300147,3,2.5,0.9999999999999994,0.296,0.0,0.019083969465648856,7.851526717557252,0,-0.03076923076923077,0.0392,0.1304347826086956,0.0,Information Broker,1,0.74,0,61.0
EMP00266,Marketing,3,4.68,18773378,4.4,46,P,S2,1.3508008156332738,4,4.5,-1.0000000000000007,0.52615,0.0,0.030534351145038167,7.72824427480916,1,-0.031002331002331004,0.0092,0.0,0.0,Information Broker,1,0.7350000000000001,1,73.9
EMP00267,Marketing,1,6.26,11705838,3.6,30,P,S1,0.8422701294391969,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.003816793893129771,7.956106870229007,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.8333333333333334,3,75.46666666666667
EMP00268,Marketing,1,4.74,10072381,3.3,44,P,S1,0.7247380024079358,4,4.0,-3.14018491736755e-16,0.03484999999999999,0.5,0.05343511450381679,7.236259541984733,1,0.029603729603729603,0.0425,0.1304347826086956,0.0,Information Broker,1,0.69,0,91.4
EMP00269,Marketing,2,1.38,11626569,3.2,28,L,S1,0.8365664873000765,4,3.5,0.9999999999999996,-0.10115,0.5,0.022900763358778626,7.78969465648855,2,0.0,0.0401,0.1304347826086956,0.0,Information Broker,1,0.81,1,91.9
EMP00270,Marketing,3,5.89,17718859,2.7,30,P,S1,1.2749250129247371,4,3.5,0.9999999999999996,0.03484999999999999,0.5,0.061068702290076333,7.126335877862595,1,0.04452214452214452,0.0731,0.2608695652173913,0.0,Central Connector,1,0.8533333333333334,2,72.13333333333334
EMP00271,Marketing,3,3.88,14022578,4.4,40,P,D3,1.0089665162913783,4,4.5,-1.0000000000000007,0.3818,0.0,0.019083969465648856,7.848091603053434,0,0.030303030303030304,0.0497,0.1304347826086956,0.0,Information Broker,1,0.8266666666666667,2,73.83333333333333
EMP00272,Marketing,3,4.04,15607376,3.6,27,P,S1,1.122997482429384,4,3.5,0.9999999999999996,-0.10115,0.5,0.0,8.027480916030534,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.96,1,94.0
EMP00273,Marketing,1,2.14,8361484,4.0,39,L,S1,0.6016338352695274,5,5.0,-1.0721261933235726e-15,0.1909,0.0,0.003816793893129771,7.95,0,-0.015384615384615385,0.0439,0.1304347826086956,0.0,Information Broker,1,0.7775,2,85.825
EMP00274,Marketing,4,5.04,17975137,3.4,23,P,S1,1.2933649831543284,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.03435114503816794,7.743511450381679,0,-0.04638694638694639,0.0435,0.1304347826086956,0.0,Information Broker,1,0.85,1,87.3
EMP00275,Marketing,1,4.49,11933194,4.1,45,P,S1,0.8586290750822835,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.019083969465648856,7.877480916030534,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.8099999999999999,2,74.60000000000001
EMP00276,Marketing,1,2.04,8716714,3.8,23,P,S2,0.627193698483138,3,3.0,-3.14018491736755e-16,0.148,0.0,0.05725190839694656,7.177099236641221,0,-0.04708624708624709,0.0392,0.1304347826086956,0.0,Information Broker,1,0.8300000000000001,3,78.95
EMP00277,Marketing,3,3.43,16181303,3.9,28,L,S2,1.1642932502828816,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.026717557251908396,7.791603053435115,0,-0.031002331002331004,0.0092,0.0,0.0,Information Broker,1,0.76,1,83.88
EMP00278,Marketing,3,4.94,14677201,3.7,51,P,S1,1.0560686032110738,4,3.5,0.9999999999999996,-0.10115,0.5,0.07251908396946564,7.040076335877862,0,0.013986013986013984,0.0392,0.1304347826086956,0.0,Information Broker,1,0.7799999999999999,2,73.86666666666667
EMP00279,Marketing,1,6.14,12828862,3.0,40,L,S1,0.92307507222444,3,3.5,-0.9999999999999998,-0.2143,1.0,0.026717557251908396,7.82175572519084,2,-0.015850815850815853,0.0392,0.1304347826086956,0.0,Information Broker,1,0.815,2,83.2
EMP00280,Marketing,3,2.07,16364184,2.7,47,P,S1,1.1774520863732125,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.003816793893129771,7.9690839694656495,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.7475,1,71.775
EMP00281,Marketing,1,6.31,10353829,2.6,27,L,S2,0.7449890295783446,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.026717557251908396,7.82557251908397,1,0.03006993006993007,0.0386,0.1304347826086956,0.0,Information Broker,1,0.818,3,70.88
EMP00282,Marketing,1,4.62,9937387,2.8,33,L,S1,0.715024779496982,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.03435114503816794,7.7267175572519085,0,0.014685314685314685,0.0392,0.1304347826086956,0.0,Information Broker,1,0.8666666666666667,2,81.89999999999999
EMP00283,Marketing,2,4.55,10491972,2.8,51,L,S1,0.7549288324776432,4,3.5,0.9999999999999996,-0.10115,0.5,0.022900763358778626,7.810687022900764,0,0.03006993006993007,0.0431,0.1304347826086956,0.0,Information Broker,1,0.69,0,91.3
EMP00284,Marketing,2,5.15,10533694,2.8,44,P,S1,0.7579308554289655,4,3.5,0.9999999999999996,-0.47635,1.0,0.019083969465648856,7.878625954198473,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.84,1,77.4
EMP00285,Marketing,2,5.4,12592873,3.4,50,L,S1,0.9060949563560821,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.0,7.989694656488551,0,0.0,0.0914,0.3043478260869565,0.0239291696578128,Central Connector,1,0.8240000000000001,4,77.17999999999999
EMP00286,Marketing,3,2.09,17100686,3.4,42,L,S1,1.2304456127548546,4,3.5,0.9999999999999996,-0.2263,1.0,0.011450381679389313,7.891984732824427,0,-0.00023310023310023353,0.0092,0.0,0.0,Central Connector,1,0.765,2,89.525
EMP00287,Marketing,2,2.53,17734764,2.6,30,L,D3,1.2760694253460203,3,3.5,-0.9999999999999998,0.0,0.0,0.015267175572519083,7.828625954198473,0,0.014918414918414918,0.0471,0.1739130434782608,0.0,Central Connector,1,0.85,1,77.0
EMP00288,Marketing,3,3.52,16927747,3.1,29,L,S1,1.2180021333631967,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.030534351145038167,7.751145038167938,0,-0.00023310023310023353,0.1075,0.391304347826087,0.0119645848289064,Central Connector,0,0.77,1,83.05
EMP00289,Marketing,2,1.86,12255272,2.9,22,P,S2,0.8818035525310162,3,3.5,-0.9999999999999998,0.296,0.0,0.022900763358778626,7.420229007633587,0,-0.00023310023310023353,0.0553,0.1739130434782608,0.0119047619047619,Central Connector,1,0.8200000000000001,1,62.699999999999996
EMP00290,Marketing,3,2.83,16718911,3.8,22,P,S2,1.202975757229206,3,3.5,-0.9999999999999998,-0.11315,0.5,0.019083969465648856,7.8847328244274815,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.7133333333333333,1,68.3
EMP00291,Marketing,1,6.38,9954389,3.5,51,L,S3,0.7162481243562501,4,3.5,0.9999999999999996,0.318,0.0,0.04580152671755725,7.301526717557252,0,-0.0006993006993007006,0.0092,0.0,0.0,Information Broker,1,0.844,4,69.8
EMP00292,Marketing,1,2.11,13147253,3.9,22,P,S1,0.9459842589723068,3,3.5,-0.9999999999999998,-0.2143,1.0,0.03435114503816794,7.750381679389313,0,0.014685314685314685,0.0092,0.0,0.0,Information Broker,1,0.752,2,56.67999999999999
EMP00293,Marketing,2,1.18,13692200,3.0,25,P,S1,0.9851948289654591,4,3.5,0.9999999999999996,-0.2143,1.0,0.0,7.957251908396947,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.72,1,75.75
EMP00294,Marketing,2,6.4,13606790,2.2,51,L,S2,0.979049323470218,2,2.5,-1.0000000000000007,0.26115,0.0,0.03435114503816794,7.683206106870229,1,-0.015850815850815853,0.0991,0.2608695652173913,0.0239291696578128,Central Connector,1,0.86,1,55.8
EMP00295,Marketing,1,5.73,13384967,2.9,33,L,S1,0.9630884937609233,4,3.5,0.9999999999999996,-0.2143,1.0,0.026717557251908396,7.79618320610687,0,-0.015617715617715619,0.1774,0.5217391304347826,0.0,Central Connector,0,0.66,0,77.2
EMP00296,Marketing,1,4.12,12773573,2.7,28,L,S1,0.919096862959408,3,3.5,-0.9999999999999998,-0.2143,1.0,0.011450381679389313,7.9133587786259545,0,-0.046153846153846156,0.0092,0.0,0.0,Information Broker,1,0.7666666666666666,1,74.06666666666666
EMP00297,Marketing,1,2.72,8944357,2.8,43,L,S2,0.6435732946364359,4,3.5,0.9999999999999996,0.0,0.0,0.030534351145038167,7.756106870229007,0,0.014685314685314685,0.0092,0.0,0.0,Central Connector,1,0.75,3,50.3
EMP00298,Marketing,3,3.39,13730980,4.3,32,P,S1,0.9879851661988679,5,5.0,-1.0721261933235726e-15,0.32735,0.0,0.007633587786259542,7.940076335877864,0,0.0,0.0431,0.1304347826086956,0.0,Information Broker,1,0.36,0,83.8
EMP00299,Marketing,1,2.68,8384319,3.1,46,P,S1,0.6032768819617628,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.019083969465648856,7.807633587786259,0,-0.00046620046620046707,0.0092,0.0,0.0,Information Broker,1,0.8049999999999999,1,71.0
EMP00300,Marketing,2,3.92,13127187,3.3,26,L,S2,0.9445404501294604,4,3.5,0.9999999999999996,-0.2143,1.0,0.011450381679389313,7.824045801526718,0,-0.03076923076923077,0.1387,0.5217391304347826,0.0,Central Connector,0,0.7766666666666667,1,78.26666666666667
EMP00301,Marketing,2,4.34,11133980,2.0,29,L,S1,0.8011232323370124,1,1.5,-1.0,-0.56775,1.0,0.04961832061068702,7.286259541984733,0,0.014685314685314685,0.0092,0.0,0.0,Information Broker,1,0.8300000000000001,2,82.2
EMP00302,Marketing,2,2.55,13861312,2.0,27,L,D3,0.9973629442366359,1,1.0,-7.850462293418875e-17,-0.1993,0.5,0.003816793893129771,7.970992366412214,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.752,1,77.42
EMP00303,Marketing,2,2.3,16029005,4.0,28,L,S1,1.1533349527074894,5,5.0,-1.0721261933235726e-15,0.0,0.0,0.0,8.043129770992367,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.85,1,79.1
EMP00304,Marketing,2,1.26,15111399,3.6,45,P,S2,1.087310450711632,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.03435114503816794,7.705725190839695,1,-0.015850815850815853,0.0092,0.0,0.0,Information Broker,1,0.704,2,73.92
EMP00305,Marketing,1,5.2,8386922,4.4,31,L,S1,0.6034641756136082,5,5.0,-1.0721261933235726e-15,0.0,0.0,0.03435114503816794,7.719847328244274,1,-0.00046620046620046707,0.0431,0.1304347826086956,0.0,Central Connector,1,0.92,2,72.9
EMP00306,Marketing,2,1.8,12733414,4.5,23,L,S1,0.9162073025427895,5,5.0,-1.0721261933235726e-15,0.33525,0.0,0.0,7.964503816793893,0,0.0,0.0092,0.0,0.0,Central Connector,1,0.84,2,78.65
EMP00307,Marketing,3,6.36,18916718,3.3,34,L,S2,1.3611145582592878,4,3.5,0.9999999999999996,-0.2023,1.0,0.007633587786259542,7.917557251908398,0,-0.015384615384615385,0.0571,0.1304347826086956,0.0,Information Broker,1,0.8574999999999999,3,77.575
EMP00308,Marketing,2,2.08,15439355,3.9,30,L,S1,1.1109078678782085,3,3.5,-0.9999999999999998,-0.2263,1.0,0.022900763358778626,7.82557251908397,2,0.03006993006993007,0.0823,0.3043478260869565,0.0,Central Connector,1,0.8566666666666666,3,78.63333333333334
EMP00309,Marketing,2,3.1,19144541,3.1,37,P,S1,1.377507105952091,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.003816793893129771,7.913740458015267,0,-0.015384615384615385,0.0431,0.1304347826086956,0.0,Information Broker,1,0.745,2,78.35
EMP00310,Marketing,2,4.69,14434947,2.8,51,L,S1,1.038637701814936,4,3.5,0.9999999999999996,-0.10115,0.5,0.026717557251908396,7.411450381679389,0,0.014918414918414918,0.0092,0.0,0.0,Central Connector,1,0.91,1,93.2
EMP00311,Marketing,4,2.3,18977731,3.3,46,L,S1,1.3655046264805868,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.05343511450381679,7.258396946564885,1,0.014685314685314685,0.0092,0.0,0.0,Information Broker,1,0.9299999999999999,2,78.0
EMP00312,Marketing,1,2.48,12659155,3.2,23,L,S1,0.9108641449198986,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.03435114503816794,7.722519083969465,0,-0.031002331002331004,0.0401,0.1304347826086956,0.0,Information Broker,1,0.71,0,85.69999999999999
EMP00313,Marketing,1,3.12,11376386,3.9,25,P,S1,0.8185650705887325,4,3.5,0.9999999999999996,-0.2143,1.0,0.019083969465648856,7.838931297709924,0,-0.00023310023310023353,0.0092,0.0,0.0,Central Connector,1,0.675,0,66.80000000000001
EMP00314,Marketing,1,3.73,9547718,4.3,35,P,D3,0.6869869270110307,4,4.0,-3.14018491736755e-16,0.52615,0.0,0.003816793893129771,7.963740458015267,0,0.015151515151515152,0.0436,0.1304347826086956,0.0119047619047619,Information Broker,1,0.765,1,64.45
EMP00315,Marketing,1,5.92,9846723,2.8,25,L,S1,0.7085012329541821,3,3.5,-0.9999999999999998,-0.11315,0.5,0.030534351145038167,7.780534351145038,1,-0.0006993006993007006,0.0092,0.0,0.0,Central Connector,1,0.91,2,77.69999999999999
EMP00316,Marketing,2,2.74,13857042,3.8,27,L,S1,0.9970557049383724,4,3.5,0.9999999999999996,-0.2143,1.0,0.05725190839694656,7.162595419847328,0,-0.016083916083916086,0.0092,0.0,0.0,Information Broker,1,0.7666666666666666,1,84.23333333333333
EMP00317,Marketing,2,1.63,10398547,2.8,32,P,S1,0.7482066237094321,4,3.5,0.9999999999999996,-0.2023,1.0,0.019083969465648856,7.827480916030535,1,0.030303030303030304,0.0092,0.0,0.0,Information Broker,1,0.87,2,88.80000000000001
EMP00318,Marketing,4,5.67,20902285,3.7,31,L,S1,1.5039820551527352,3,3.0,-3.14018491736755e-16,0.08399999999999999,0.5,0.022900763358778626,7.534351145038168,1,-0.046153846153846156,0.053,0.1304347826086956,0.0,Information Broker,1,0.825,3,74.0
EMP00319,Marketing,1,4.67,10706480,3.3,33,L,S1,0.7703633260120439,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.003816793893129771,7.959541984732825,0,0.0,0.0392,0.1304347826086956,0.0,Central Connector,1,0.85,2,64.6
EMP00320,Marketing,2,6.46,15055713,3.9,45,P,S2,1.0833036761066912,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.026717557251908396,7.831297709923665,0,0.014685314685314685,0.0092,0.0,0.0,Information Broker,1,0.7266666666666666,0,81.93333333333334
EMP00321,Marketing,1,2.98,12384606,4.2,23,L,S1,0.8911095214775272,5,5.0,-1.0721261933235726e-15,-0.0726,0.5,0.015267175572519083,7.856488549618321,0,-0.046153846153846156,0.0092,0.0,0.0,Central Connector,1,0.8,1,86.25
