employee_id,community_id,department,job_level,engagement_score
EMP00753,386,Legal,3,3.3
EMP00754,386,Legal,3,4.2
EMP00755,386,Legal,2,2.8
EMP00756,386,Legal,1,2.6
EMP00757,386,Legal,3,3.0
EMP00758,386,Legal,1,3.8
EMP00759,386,Legal,2,4.0
EMP00760,386,Legal,2,3.7
EMP00761,386,Legal,3,4.2
EMP00762,386,Legal,2,3.3
EMP00763,386,Legal,1,2.6
EMP00764,386,Legal,3,2.8
EMP00765,386,Legal,1,4.3
EMP00766,386,Legal,2,3.2
EMP00767,386,Legal,3,3.5
EMP00768,386,Legal,3,3.7
EMP00769,386,Legal,2,3.6
EMP00770,386,Legal,4,3.6
EMP00771,386,Legal,1,3.3
EMP00772,386,Legal,1,4.0
EMP00773,386,Legal,4,2.9
EMP00774,386,Legal,2,4.3
EMP00775,386,Legal,3,3.6
EMP00776,386,Legal,1,3.7
EMP00777,386,Legal,1,4.0
EMP00778,386,Legal,1,4.6
EMP00779,386,Legal,4,4.5
EMP00780,386,Legal,2,3.2
EMP00781,387,Customer Success,3,3.0
EMP00782,388,Customer Success,1,2.8
EMP00783,389,Customer Success,1,3.7
EMP00784,390,Customer Success,3,4.3
EMP00785,390,Customer Success,2,2.4
EMP00786,391,Customer Success,4,4.1
EMP00787,392,Customer Success,2,4.2
EMP00788,390,Customer Success,1,3.3
EMP00789,393,Customer Success,1,2.8
EMP00790,390,Customer Success,3,2.6
EMP00791,390,Customer Success,1,4.3
EMP00792,390,Customer Success,1,3.7
EMP00793,390,Customer Success,3,2.6
EMP00794,390,Customer Success,4,4.1
EMP00795,390,Customer Success,2,2.8
EMP00796,390,Customer Success,1,4.3
EMP00797,390,Customer Success,1,3.0
EMP00798,390,Customer Success,2,3.9
EMP00799,394,Customer Success,1,3.6
EMP00800,395,Customer Success,3,3.5
EMP00801,390,Customer Success,2,3.3
EMP00802,390,Customer Success,3,4.1
EMP00803,396,Customer Success,2,2.9
EMP00804,390,Customer Success,1,2.0
EMP00805,390,Customer Success,3,3.3
EMP00806,390,Customer Success,1,3.1
EMP00807,397,Customer Success,2,3.1
EMP00808,392,Customer Success,3,3.0
EMP00809,390,Customer Success,2,2.9
EMP00810,390,Customer Success,2,2.8
EMP00811,390,Customer Success,1,3.6
EMP00812,390,Customer Success,2,3.8
EMP00813,390,Customer Success,1,3.1
EMP00814,390,Customer Success,2,3.3
EMP00815,391,Customer Success,1,4.4
EMP00816,390,Customer Success,2,5.0
EMP00817,390,Customer Success,3,1.0
EMP00818,390,Customer Success,1,3.3
EMP00819,392,Customer Success,3,2.2
EMP00820,398,Customer Success,1,2.4
EMP00821,399,Customer Success,3,3.0
EMP00822,390,Customer Success,2,3.2
EMP00823,390,Customer Success,2,3.7
EMP00824,390,Customer Success,2,2.1
EMP00825,390,Customer Success,4,2.9
EMP00826,392,Customer Success,3,4.7
EMP00827,390,Customer Success,5,2.9
EMP00828,390,Customer Success,3,2.5
EMP00829,400,Customer Success,1,1.3
EMP00830,390,Customer Success,2,4.2
EMP00831,390,Customer Success,6,3.3
EMP00832,388,Customer Success,1,4.5
EMP00833,401,Customer Success,3,4.2
EMP00834,394,Customer Success,3,2.2
EMP00835,390,Customer Success,2,4.2
EMP00836,390,Customer Success,2,5.0
EMP00837,390,Customer Success,2,4.6
EMP00838,402,Customer Success,2,5.0
EMP00839,392,Customer Success,1,2.3
EMP00840,390,Customer Success,3,3.0
EMP00841,390,Customer Success,3,3.8
EMP00842,392,Customer Success,2,2.5
EMP00843,390,Customer Success,1,3.1
EMP00844,390,Customer Success,3,2.9
EMP00845,390,Customer Success,2,3.6
EMP00846,390,Customer Success,5,2.8
EMP00847,388,Customer Success,2,4.1
EMP00848,390,Customer Success,2,3.6
EMP00849,390,Customer Success,3,4.0
EMP00850,390,Customer Success,2,3.3
EMP00851,390,Customer Success,1,3.1
EMP00852,390,Customer Success,4,5.0
EMP00853,398,Customer Success,1,4.2
EMP00854,390,Customer Success,2,4.4
EMP00855,390,Customer Success,3,4.9
EMP00856,390,Customer Success,4,3.8
EMP00857,390,Customer Success,2,4.5
EMP00858,390,Customer Success,4,3.6
EMP00859,390,Customer Success,2,3.8
EMP00860,390,Customer Success,1,2.5
EMP00861,403,IT Infrastructure,3,3.3
EMP00862,407,IT Infrastructure,3,3.9
EMP00863,405,IT Infrastructure,3,4.0
EMP00864,406,IT Infrastructure,3,3.8
EMP00865,407,IT Infrastructure,1,3.0
EMP00866,407,IT Infrastructure,3,3.4
EMP00867,407,IT Infrastructure,2,4.4
EMP00868,407,IT Infrastructure,1,4.5
EMP00869,407,IT Infrastructure,3,3.2
EMP00870,409,IT Infrastructure,2,2.8
EMP00871,407,IT Infrastructure,1,3.4
EMP00872,407,IT Infrastructure,1,3.1
EMP00873,407,IT Infrastructure,2,2.7
EMP00874,407,IT Infrastructure,2,3.4
EMP00875,407,IT Infrastructure,1,1.8
EMP00876,407,IT Infrastructure,2,2.9
EMP00877,410,IT Infrastructure,2,2.6
EMP00878,407,IT Infrastructure,3,2.9
EMP00879,411,IT Infrastructure,3,2.8
EMP00880,403,IT Infrastructure,2,4.6
EMP00881,407,IT Infrastructure,1,2.6
EMP00882,412,IT Infrastructure,4,4.8
EMP00883,407,IT Infrastructure,1,2.2
EMP00884,407,IT Infrastructure,2,3.2
EMP00885,407,IT Infrastructure,1,3.5
EMP00886,413,IT Infrastructure,2,3.3
EMP00887,407,IT Infrastructure,2,3.0
EMP00888,414,IT Infrastructure,1,4.9
EMP00889,415,IT Infrastructure,1,3.8
EMP00890,416,IT Infrastructure,2,2.3
EMP00891,417,IT Infrastructure,2,4.7
EMP00892,418,IT Infrastructure,1,3.0
EMP00893,407,IT Infrastructure,1,2.4
EMP00894,407,IT Infrastructure,2,4.2
EMP00895,407,IT Infrastructure,4,4.0
EMP00896,407,IT Infrastructure,1,2.7
EMP00897,419,IT Infrastructure,1,1.6
EMP00898,407,IT Infrastructure,2,2.4
EMP00899,407,IT Infrastructure,2,2.5
EMP00900,406,IT Infrastructure,2,3.7
EMP00901,407,IT Infrastructure,4,3.6
EMP00902,420,IT Infrastructure,1,2.8
EMP00903,421,IT Infrastructure,3,4.0
EMP00904,407,IT Infrastructure,1,3.0
EMP00905,407,IT Infrastructure,2,2.9
EMP00906,407,IT Infrastructure,4,3.3
EMP00907,422,IT Infrastructure,3,2.9
EMP00908,407,IT Infrastructure,1,3.7
EMP00909,409,IT Infrastructure,2,2.6
EMP00910,407,IT Infrastructure,3,2.9
EMP00911,423,IT Infrastructure,2,3.8
EMP00912,407,IT Infrastructure,2,4.5
EMP00913,424,IT Infrastructure,3,3.6
EMP00914,425,IT Infrastructure,1,4.5
EMP00915,426,IT Infrastructure,1,4.0
EMP00916,407,IT Infrastructure,1,4.8
EMP00917,407,IT Infrastructure,3,3.3
EMP00918,417,IT Infrastructure,1,4.0
EMP00919,407,IT Infrastructure,2,3.4
EMP00920,425,IT Infrastructure,2,2.3
EMP00921,407,IT Infrastructure,4,3.3
EMP00922,407,IT Infrastructure,3,3.2
EMP00923,413,IT Infrastructure,4,4.6
EMP00924,407,IT Infrastructure,1,4.8
EMP00925,427,IT Infrastructure,4,2.8
EMP00926,407,IT Infrastructure,2,3.3
EMP00927,407,IT Infrastructure,2,3.8
EMP00928,407,IT Infrastructure,1,3.8
EMP00929,407,IT Infrastructure,4,4.2
EMP00930,407,IT Infrastructure,1,2.2
EMP00931,428,Research,1,4.4
EMP00932,428,Research,1,3.4
EMP00933,428,Research,1,3.5
EMP00934,429,Research,1,3.0
EMP00935,428,Research,2,3.9
EMP00936,428,Research,2,3.3
EMP00937,428,Research,1,3.9
EMP00938,428,Research,1,3.7
EMP00939,428,Research,2,3.5
EMP00940,428,Research,4,3.6
EMP00941,428,Research,2,2.9
EMP00942,430,Research,4,2.9
EMP00943,428,Research,3,2.5
EMP00944,428,Research,3,4.7
EMP00945,428,Research,2,3.1
EMP00946,431,Research,1,3.2
EMP00947,428,Research,2,4.2
EMP00948,432,Research,3,3.8
EMP00949,428,Research,3,2.4
EMP00950,428,Research,2,3.9
EMP00951,433,Research,2,1.5
EMP00952,428,Research,2,3.3
EMP00953,428,Research,2,3.8
EMP00954,428,Research,1,2.6
EMP00955,428,Research,1,3.9
EMP00956,434,Research,1,3.6
EMP00957,428,Research,1,3.5
EMP00958,428,Research,1,3.3
EMP00959,428,Research,3,4.0
EMP00960,428,Research,1,2.5
EMP00961,435,Research,2,4.3
EMP00962,428,Research,5,3.0
EMP00963,169,Research,1,2.9
EMP00964,428,Research,2,4.0
EMP00965,433,Research,1,3.4
EMP00966,404,Research,3,2.9
EMP00967,428,Research,2,2.2
EMP00968,428,Research,1,3.2
EMP00969,435,Research,3,2.1
EMP00970,428,Research,2,4.6
EMP00971,433,Research,2,4.0
EMP00972,428,Research,3,3.9
EMP00973,428,Research,2,2.8
EMP00974,428,Research,2,3.3
EMP00975,428,Research,2,2.5
EMP00976,428,Research,2,4.0
EMP00977,428,Research,3,4.8
EMP00978,428,Research,1,3.8
EMP00979,428,Research,1,2.8
EMP00980,428,Research,2,3.7
EMP00981,428,Research,1,3.4
EMP00982,433,Research,4,3.0
EMP00983,408,Research,4,4.5
EMP00984,428,Research,2,3.9
EMP00985,186,Research,3,2.5
EMP00986,187,Research,1,3.1
EMP00987,428,Research,2,2.9
EMP00988,428,Research,3,3.7
EMP00989,428,Research,3,3.6
EMP00990,428,Research,2,3.2
EMP00991,428,Research,5,3.5
EMP00992,428,Research,1,3.6
EMP00993,428,Research,2,4.5
EMP00994,428,Research,2,3.7
EMP00995,428,Research,3,3.2
EMP00996,428,Research,4,3.7
EMP00997,428,Research,2,3.1
EMP00998,428,Research,2,3.0
EMP00999,428,Research,1,3.5
EMP01000,428,Research,2,3.4
