topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,employee_id,review_cycle
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00257,2024-H2
0.0028273712,0.98238266,0.004954521,0.004219807,0.0025634791,0.003052154,topic_1,EMP00258,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00258,2024-H2
0.0026297362,0.98361415,0.004608208,0.0039248397,0.00238429,0.0028388065,topic_1,EMP00259,2024-H1
0.0036515319,0.005629912,0.97801614,0.0054498534,0.0033107167,0.003941837,topic_2,EMP00259,2024-H2
0.0028274,0.0043592704,0.004954572,0.00421985,0.0025635052,0.9810754,topic_5,EMP00260,2024-H1
0.0028274,0.0043592704,0.004954572,0.00421985,0.0025635052,0.9810754,topic_5,EMP00260,2024-H2
0.0024576618,0.9846863,0.004306664,0.0036680214,0.0022282763,0.0026530519,topic_1,EMP00261,2024-H1
0.0028275226,0.0043594595,0.004954787,0.98224235,0.0025636163,0.0030523175,topic_3,EMP00261,2024-H2
0.002629582,0.9836151,0.004607938,0.00392461,0.0023841504,0.0028386402,topic_1,EMP00262,2024-H1
0.0036515358,0.005629918,0.97801614,0.00544986,0.0033107204,0.003941842,topic_2,EMP00262,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00263,2024-H1
0.0026295462,0.98361534,0.0046078637,0.003924556,0.0023841178,0.0028386014,topic_1,EMP00263,2024-H2
0.002629562,0.0040542446,0.004607893,0.9834856,0.0023841322,0.0028386186,topic_3,EMP00264,2024-H1
0.002457623,0.98468655,0.004306597,0.0036679637,0.0022282412,0.00265301,topic_1,EMP00264,2024-H2
0.004044493,0.0062357774,0.97565037,0.006036342,0.003667001,0.00436604,topic_2,EMP00265,2024-H1
0.004044493,0.0062357774,0.97565037,0.006036342,0.003667001,0.00436604,topic_2,EMP00265,2024-H2
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00266,2024-H1
0.002629543,0.004054215,0.0046078586,0.0039245514,0.9819452,0.002838598,topic_4,EMP00266,2024-H2
0.0026295963,0.983615,0.00460796,0.0039246306,0.0023841632,0.0028386554,topic_1,EMP00267,2024-H1
0.003651562,0.005629958,0.97801596,0.0054498985,0.003310744,0.00394187,topic_2,EMP00267,2024-H2
0.0036515668,0.0056299656,0.97801596,0.0054499055,0.0033107484,0.003941875,topic_2,EMP00268,2024-H1
0.00365155,0.00562994,0.978016,0.005449881,0.0033107332,0.0039418573,topic_2,EMP00268,2024-H2
0.0026295462,0.98361534,0.0046078637,0.003924556,0.0023841178,0.0028386014,topic_1,EMP00269,2024-H1
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00269,2024-H2
0.003651542,0.0056299274,0.9780161,0.0054498687,0.0033107258,0.0039418484,topic_2,EMP00270,2024-H1
0.0036515254,0.005629902,0.9780162,0.005449844,0.003310711,0.0039418307,topic_2,EMP00270,2024-H2
0.0024575975,0.0037891103,0.004306551,0.0036679255,0.9831258,0.0026529825,topic_4,EMP00271,2024-H1
0.0024575973,0.00378911,0.004306551,0.0036679253,0.9831258,0.0026529822,topic_4,EMP00271,2024-H2
0.002629596,0.98361504,0.004607957,0.0039246306,0.002384163,0.0028386551,topic_1,EMP00272,2024-H1
0.0028274155,0.004359294,0.0049545984,0.982243,0.002563519,0.0030522018,topic_3,EMP00272,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00273,2024-H1
0.0026295432,0.0040542153,0.0046078586,0.0039245514,0.9819452,0.002838598,topic_4,EMP00273,2024-H2
0.0026295453,0.98361534,0.0046078674,0.0039245547,0.002384117,0.0028386004,topic_1,EMP00274,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00274,2024-H2
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00275,2024-H1
0.002629543,0.004054215,0.0046078586,0.0039245514,0.9819452,0.002838598,topic_4,EMP00275,2024-H2
0.0028275237,0.0043594604,0.0049547898,0.9822423,0.0025636172,0.0030523187,topic_3,EMP00276,2024-H1
0.0036516462,0.005630088,0.9780155,0.0054500243,0.0033108203,0.003941961,topic_2,EMP00276,2024-H2
0.0033281397,0.005131308,0.005832039,0.9790983,0.0030175084,0.003592735,topic_3,EMP00277,2024-H1
0.0026295446,0.98361534,0.004607861,0.0039245537,0.0023841164,0.0028385997,topic_1,EMP00277,2024-H2
0.0026295446,0.98361534,0.004607861,0.0039245537,0.0023841164,0.0028385997,topic_1,EMP00278,2024-H1
0.0033281404,0.005131309,0.0058320463,0.9790983,0.003017509,0.0035927356,topic_3,EMP00278,2024-H2
0.0026295462,0.98361534,0.0046078637,0.003924556,0.0023841178,0.0028386014,topic_1,EMP00279,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00279,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00280,2024-H1
0.0033281404,0.005131309,0.0058320463,0.9790983,0.003017509,0.0035927356,topic_3,EMP00280,2024-H2
0.002457591,0.9846868,0.0043065394,0.0036679155,0.002228212,0.0026529753,topic_1,EMP00281,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00281,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00282,2024-H1
0.0026295448,0.98361534,0.0046078614,0.0039245537,0.0023841166,0.0028386,topic_1,EMP00282,2024-H2
0.0026295453,0.98361534,0.0046078623,0.0039245547,0.002384117,0.0028386004,topic_1,EMP00283,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00283,2024-H2
0.0028274157,0.0043592947,0.0049546007,0.982243,0.0025635194,0.003052202,topic_3,EMP00284,2024-H1
0.0036515417,0.005629927,0.9780161,0.0054498683,0.0033107256,0.003941848,topic_2,EMP00284,2024-H2
0.0036516292,0.0056300624,0.97801554,0.005449999,0.003310805,0.0039419425,topic_2,EMP00285,2024-H1
0.002629626,0.9836148,0.0046080053,0.0039246758,0.0023841904,0.0028386877,topic_1,EMP00285,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00286,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00286,2024-H2
0.0033281394,0.0051313075,0.0058320384,0.9790983,0.0030175082,0.0035927347,topic_3,EMP00287,2024-H1
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00287,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00288,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00288,2024-H2
0.0036515663,0.005629965,0.97801596,0.005449905,0.003310748,0.0039418745,topic_2,EMP00289,2024-H1
0.0036515663,0.005629965,0.97801596,0.005449905,0.003310748,0.0039418745,topic_2,EMP00289,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00290,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00290,2024-H2
0.004044493,0.0062357774,0.97565037,0.006036342,0.003667001,0.00436604,topic_2,EMP00291,2024-H1
0.9595472,0.009208894,0.01046646,0.008914371,0.005415367,0.0064476966,topic_0,EMP00291,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00292,2024-H1
0.002629546,0.98361534,0.0046078637,0.003924556,0.0023841178,0.0028386011,topic_1,EMP00292,2024-H2
0.0026295448,0.98361534,0.004607862,0.003924554,0.0023841166,0.0028386002,topic_1,EMP00293,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00293,2024-H2
0.0033282065,0.0051314128,0.0058321557,0.9790979,0.0030175687,0.0035928069,topic_3,EMP00294,2024-H1
0.0040444927,0.0062357765,0.97565037,0.006036341,0.0036670004,0.0043660398,topic_2,EMP00294,2024-H2
0.0036515836,0.0056299916,0.97801584,0.0054499307,0.0033107635,0.003941893,topic_2,EMP00295,2024-H1
0.0026296254,0.9836148,0.0046080044,0.0039246744,0.0023841895,0.0028386868,topic_1,EMP00295,2024-H2
0.0024576345,0.9846865,0.0043066163,0.0036679807,0.0022282517,0.0026530225,topic_1,EMP00296,2024-H1
0.0036518027,0.0056303297,0.9780145,0.0054502576,0.003310962,0.0039421297,topic_2,EMP00296,2024-H2
0.0026295825,0.0040542763,0.004607928,0.98348546,0.0023841509,0.0028386407,topic_3,EMP00297,2024-H1
0.0028274155,0.0043592937,0.0049545984,0.982243,0.002563519,0.0030522018,topic_3,EMP00297,2024-H2
0.0028274169,0.0043592965,0.0049546026,0.004219875,0.0025635203,0.9810753,topic_5,EMP00298,2024-H1
0.0024576038,0.0037891201,0.0043065627,0.0036679348,0.9831258,0.0026529892,topic_4,EMP00298,2024-H2
0.0036515358,0.005629918,0.97801614,0.00544986,0.0033107204,0.003941842,topic_2,EMP00299,2024-H1
0.0036515363,0.0056299185,0.97801614,0.0054498604,0.0033107207,0.0039418424,topic_2,EMP00299,2024-H2
0.002827372,0.98238266,0.0049545225,0.004219808,0.0025634796,0.0030521548,topic_1,EMP00300,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00300,2024-H2
0.0036515677,0.005629967,0.006398814,0.005449907,0.0033107493,0.975559,topic_5,EMP00301,2024-H1
0.0040444955,0.006235785,0.0070873415,0.0060363463,0.97222996,0.0043660426,topic_4,EMP00301,2024-H2
0.0033282065,0.0051314128,0.0058321557,0.9790979,0.0030175687,0.0035928069,topic_3,EMP00302,2024-H1
0.0040444955,0.0062357844,0.0070873415,0.0060363463,0.97222996,0.0043660426,topic_4,EMP00302,2024-H2
0.98085076,0.0043592285,0.004954527,0.0042198095,0.0025634808,0.0030521562,topic_0,EMP00303,2024-H1
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00303,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00304,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00304,2024-H2
0.9821906,0.0040542204,0.004607867,0.003924556,0.002384118,0.0028386016,topic_0,EMP00305,2024-H1
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00305,2024-H2
0.0028274776,0.00435939,0.0049547083,0.0042199655,0.0025635755,0.98107487,topic_5,EMP00306,2024-H1
0.9833548,0.0037891995,0.0043066544,0.0036680114,0.0022282703,0.0026530446,topic_0,EMP00306,2024-H2
0.0028273726,0.98238266,0.0049545295,0.0042198086,0.0025634803,0.0030521555,topic_1,EMP00307,2024-H1
0.0028273712,0.98238266,0.004954521,0.0042198068,0.002563479,0.003052154,topic_1,EMP00307,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00308,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00308,2024-H2
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00309,2024-H1
0.002827372,0.98238266,0.0049545225,0.0042198077,0.0025634796,0.0030521548,topic_1,EMP00309,2024-H2
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00310,2024-H1
0.0028273712,0.98238266,0.004954521,0.004219807,0.0025634791,0.003052154,topic_1,EMP00310,2024-H2
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00311,2024-H1
0.0028273724,0.98238266,0.0049545295,0.0042198086,0.00256348,0.0030521553,topic_1,EMP00311,2024-H2
0.0026295448,0.98361534,0.004607862,0.003924554,0.0023841166,0.0028386002,topic_1,EMP00312,2024-H1
0.0028273717,0.98238266,0.004954522,0.0042198077,0.0025634794,0.0030521546,topic_1,EMP00312,2024-H2
0.0026297378,0.98361415,0.0046082023,0.0039248425,0.0023842915,0.0028388083,topic_1,EMP00313,2024-H1
0.0036516313,0.005630065,0.97801554,0.005450003,0.0033108068,0.003941945,topic_2,EMP00313,2024-H2
0.0024576124,0.0037891334,0.004306577,0.0036679476,0.98312575,0.0026529985,topic_4,EMP00314,2024-H1
0.002827417,0.0043592965,0.004954601,0.004219875,0.0025635206,0.9810753,topic_5,EMP00314,2024-H2
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00315,2024-H1
0.0040444727,0.0062357457,0.9756505,0.0060363114,0.0036669825,0.004366018,topic_2,EMP00315,2024-H2
0.003651631,0.005630065,0.97801554,0.005450002,0.0033108066,0.0039419443,topic_2,EMP00316,2024-H1
0.0024576625,0.9846863,0.004306666,0.0036680226,0.002228277,0.0026530526,topic_1,EMP00316,2024-H2
0.002629545,0.98361534,0.004607862,0.0039245547,0.0023841169,0.0028386002,topic_1,EMP00317,2024-H1
0.0028273712,0.98238266,0.004954521,0.0042198068,0.002563479,0.003052154,topic_1,EMP00317,2024-H2
0.003651542,0.0056299274,0.9780161,0.0054498687,0.0033107258,0.0039418484,topic_2,EMP00318,2024-H1
0.0030574088,0.004713897,0.005357627,0.004563134,0.002772046,0.9795359,topic_5,EMP00318,2024-H2
0.0036518027,0.0056303297,0.9780145,0.005450258,0.003310962,0.0039421297,topic_2,EMP00319,2024-H1
0.00282744,0.0043593314,0.004954642,0.9822428,0.0025635413,0.0030522281,topic_3,EMP00319,2024-H2
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00320,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00320,2024-H2
0.0024576038,0.0037891201,0.0043065627,0.0036679348,0.9831258,0.0026529892,topic_4,EMP00321,2024-H1
0.9821902,0.004054321,0.0046079843,0.003924654,0.002384177,0.002838672,topic_0,EMP00321,2024-H2
0.0033281397,0.005131308,0.005832039,0.9790983,0.0030175084,0.003592735,topic_3,EMP00322,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00322,2024-H2
0.0036518027,0.0056303297,0.9780145,0.0054502576,0.003310962,0.0039421297,topic_2,EMP00323,2024-H1
0.0026297378,0.98361415,0.0046082065,0.0039248425,0.0023842917,0.0028388086,topic_1,EMP00323,2024-H2
0.003057476,0.004714002,0.0053577456,0.9807981,0.002772107,0.0033005527,topic_3,EMP00324,2024-H1
0.0036515766,0.0056299837,0.006398816,0.005449921,0.9749278,0.0039418857,topic_4,EMP00324,2024-H2
0.14850116,0.0043595624,0.0049549052,0.8365683,0.0025636773,0.0030523902,topic_3,EMP00325,2024-H1
0.13768534,0.0040545315,0.004608219,0.8484288,0.002384301,0.0028388195,topic_3,EMP00325,2024-H2
0.003651633,0.005630068,0.97801554,0.0054500047,0.0033108084,0.0039419467,topic_2,EMP00326,2024-H1
0.83521914,0.007947416,0.009032728,0.13756268,0.0046735443,0.0055644605,topic_0,EMP00326,2024-H2
0.0033281446,0.005131316,0.005832047,0.004967203,0.0030175126,0.9777238,topic_5,EMP00327,2024-H1
0.0033281446,0.005131316,0.005832047,0.004967203,0.0030175126,0.9777238,topic_5,EMP00327,2024-H2
0.003057442,0.004713948,0.0053576846,0.0045631835,0.002772076,0.97953564,topic_5,EMP00328,2024-H1
0.0030574417,0.0047139474,0.005357684,0.004563183,0.0027720758,0.97953564,topic_5,EMP00328,2024-H2
0.0028275205,0.0043594562,0.0049547874,0.98224235,0.0025636142,0.0030523152,topic_3,EMP00329,2024-H1
0.002457624,0.98468655,0.004306599,0.0036679655,0.002228242,0.0026530114,topic_1,EMP00329,2024-H2
0.0026295527,0.9836153,0.0046078763,0.003924566,0.0023841239,0.0028386083,topic_1,EMP00330,2024-H1
0.0026295537,0.9836153,0.004607884,0.0039245677,0.0023841248,0.0028386095,topic_1,EMP00330,2024-H2
0.0026296254,0.9836148,0.004608003,0.003924675,0.0023841895,0.0028386868,topic_1,EMP00331,2024-H1
0.0023068083,0.9856263,0.004042317,0.0034428753,0.0020915028,0.002490205,topic_1,EMP00331,2024-H2
0.9595472,0.009208894,0.010466461,0.008914372,0.0054153674,0.006447697,topic_0,EMP00332,2024-H1
0.9595472,0.009208894,0.01046646,0.008914371,0.005415367,0.0064476966,topic_0,EMP00332,2024-H2
0.002827385,0.004359247,0.0049545467,0.0042198277,0.0025634915,0.98107547,topic_5,EMP00333,2024-H1
0.0024575943,0.0037891055,0.0043065464,0.0036679206,0.98312587,0.002652979,topic_4,EMP00333,2024-H2
0.0040444955,0.0062357844,0.0070873415,0.0060363463,0.97222996,0.0043660426,topic_4,EMP00334,2024-H1
0.9595472,0.009208893,0.010466459,0.00891437,0.0054153665,0.006447696,topic_0,EMP00334,2024-H2
0.0033281397,0.005131308,0.005832039,0.9790983,0.0030175084,0.003592735,topic_3,EMP00335,2024-H1
0.0028273712,0.98238266,0.004954521,0.0042198068,0.002563479,0.003052154,topic_1,EMP00335,2024-H2
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00336,2024-H1
0.0026295462,0.98361534,0.0046078637,0.003924556,0.0023841178,0.0028386014,topic_1,EMP00336,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00337,2024-H1
0.0028273722,0.98238266,0.004954523,0.004219808,0.0025634798,0.003052155,topic_1,EMP00337,2024-H2
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00338,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00338,2024-H2
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00339,2024-H1
0.0026295423,0.004054214,0.004607857,0.0039245505,0.9819452,0.0028385972,topic_4,EMP00339,2024-H2
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00340,2024-H1
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00340,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00341,2024-H1
0.0028273729,0.98238266,0.0049545243,0.0042198095,0.0025634805,0.003052156,topic_1,EMP00341,2024-H2
0.002827417,0.0043592965,0.004954601,0.004219875,0.0025635206,0.9810753,topic_5,EMP00342,2024-H1
0.002827417,0.0043592965,0.004954601,0.004219875,0.0025635206,0.9810753,topic_5,EMP00342,2024-H2
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00343,2024-H1
0.0026295425,0.0040542143,0.0046078577,0.0039245505,0.9819452,0.0028385974,topic_4,EMP00343,2024-H2
0.003651516,0.0056298873,0.97801626,0.0054498296,0.0033107023,0.0039418205,topic_2,EMP00344,2024-H1
0.003651516,0.0056298873,0.97801626,0.0054498296,0.0033107023,0.0039418205,topic_2,EMP00344,2024-H2
0.002457635,0.9846865,0.0043066167,0.0036679811,0.002228252,0.0026530228,topic_1,EMP00345,2024-H1
0.0026295953,0.98361504,0.004607956,0.0039246297,0.0023841625,0.0028386547,topic_1,EMP00345,2024-H2
0.0040445207,0.0062358193,0.007087406,0.0060363826,0.0036670258,0.9729288,topic_5,EMP00346,2024-H1
0.9595472,0.009208894,0.01046646,0.008914371,0.005415367,0.0064476966,topic_0,EMP00346,2024-H2
0.0033281397,0.005131308,0.005832039,0.9790983,0.0030175084,0.003592735,topic_3,EMP00347,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00347,2024-H2
0.0033281404,0.005131309,0.0058320463,0.9790983,0.003017509,0.0035927356,topic_3,EMP00348,2024-H1
0.0028273722,0.98238266,0.004954523,0.004219808,0.0025634798,0.003052155,topic_1,EMP00348,2024-H2
0.0036515358,0.005629921,0.006398743,0.0054498604,0.9749281,0.003941842,topic_4,EMP00349,2024-H1
0.0036515365,0.0056299237,0.0063987444,0.0054498613,0.9749281,0.0039418424,topic_4,EMP00349,2024-H2
0.0036515326,0.005629913,0.97801614,0.0054498543,0.0033107172,0.003941838,topic_2,EMP00350,2024-H1
0.003651542,0.00562993,0.006398754,0.005449869,0.974928,0.0039418484,topic_4,EMP00350,2024-H2
0.003651559,0.0056299535,0.19504274,0.005449894,0.0033107412,0.78691506,topic_5,EMP00351,2024-H1
0.9595472,0.009208894,0.010466461,0.008914372,0.0054153674,0.006447697,topic_0,EMP00351,2024-H2
0.0028274162,0.004359295,0.0049546002,0.0042198743,0.0025635196,0.9810753,topic_5,EMP00352,2024-H1
0.0028274162,0.004359295,0.0049546002,0.0042198743,0.0025635196,0.9810753,topic_5,EMP00352,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00353,2024-H1
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00353,2024-H2
0.0028274301,0.004359317,0.0049546333,0.9822429,0.0025635324,0.0030522177,topic_3,EMP00354,2024-H1
0.0026295555,0.9836153,0.004607887,0.00392457,0.0023841264,0.0028386116,topic_1,EMP00354,2024-H2
0.0026295423,0.004054214,0.004607857,0.0039245505,0.9819452,0.0028385972,topic_4,EMP00355,2024-H1
0.0040444927,0.0062357765,0.97565037,0.006036341,0.0036670004,0.0043660398,topic_2,EMP00355,2024-H2
0.0036515836,0.0056299916,0.97801584,0.0054499307,0.0033107635,0.003941893,topic_2,EMP00356,2024-H1
0.0036515836,0.0056299916,0.97801584,0.0054499307,0.0033107635,0.003941893,topic_2,EMP00356,2024-H2
0.003328144,0.005131315,0.0058320463,0.0049672024,0.0030175122,0.9777238,topic_5,EMP00357,2024-H1
0.003651559,0.0056299535,0.1950775,0.005449894,0.0033107412,0.7868803,topic_5,EMP00357,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00358,2024-H1
0.0028273722,0.98238266,0.004954523,0.004219808,0.0025634798,0.003052155,topic_1,EMP00358,2024-H2
0.0040444727,0.0062357457,0.9756505,0.0060363114,0.0036669825,0.004366018,topic_2,EMP00359,2024-H1
0.0026295448,0.98361534,0.0046078614,0.0039245537,0.0023841166,0.0028386,topic_1,EMP00359,2024-H2
0.98335505,0.0037891427,0.00430659,0.0036679565,0.002228237,0.002653005,topic_0,EMP00360,2024-H1
0.002457613,0.0037891343,0.004306578,0.0036679485,0.9831257,0.0026529992,topic_4,EMP00360,2024-H2
0.98085076,0.0043592285,0.004954527,0.0042198095,0.0025634808,0.0030521562,topic_0,EMP00361,2024-H1
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00361,2024-H2
0.9650942,0.007946151,0.009031278,0.007692014,0.0046728007,0.005563575,topic_0,EMP00362,2024-H1
0.9650942,0.007946151,0.009031279,0.0076920143,0.0046728007,0.0055635753,topic_0,EMP00362,2024-H2
0.0030574042,0.0047138897,0.00535762,0.004563127,0.0027720418,0.9795359,topic_5,EMP00363,2024-H1
0.0024575943,0.0037891055,0.0043065464,0.0036679206,0.98312587,0.002652979,topic_4,EMP00363,2024-H2
0.0026295423,0.004054214,0.004607857,0.0039245505,0.9819452,0.0028385972,topic_4,EMP00364,2024-H1
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00364,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00365,2024-H1
0.0026295427,0.004054215,0.004607858,0.003924551,0.9819452,0.0028385979,topic_4,EMP00365,2024-H2
0.0036515836,0.0056299916,0.97801584,0.0054499307,0.0033107635,0.003941893,topic_2,EMP00366,2024-H1
0.0028275226,0.0043594595,0.0049547893,0.98224235,0.0025636163,0.0030523175,topic_3,EMP00366,2024-H2
0.98219055,0.0040542358,0.004607884,0.003924571,0.0023841271,0.0028386123,topic_0,EMP00367,2024-H1
0.0024576455,0.0037891844,0.004306636,0.003667997,0.9831255,0.0026530342,topic_4,EMP00367,2024-H2
0.0033281401,0.005131308,0.0058320393,0.9790983,0.0030175087,0.0035927352,topic_3,EMP00368,2024-H1
0.0030573867,0.004713862,0.005357587,0.9807987,0.002772026,0.0033004563,topic_3,EMP00368,2024-H2
0.0026295455,0.98361534,0.004607863,0.003924555,0.0023841173,0.002838601,topic_1,EMP00369,2024-H1
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00369,2024-H2
0.0040444927,0.0062357765,0.97565037,0.006036341,0.0036670004,0.0043660398,topic_2,EMP00370,2024-H1
0.0026295455,0.98361534,0.004607863,0.003924555,0.0023841173,0.0028386007,topic_1,EMP00370,2024-H2
0.002827373,0.98238266,0.004954531,0.00421981,0.0025634808,0.0030521562,topic_1,EMP00371,2024-H1
0.0028273717,0.98238266,0.004954522,0.0042198077,0.0025634794,0.0030521546,topic_1,EMP00371,2024-H2
0.98085076,0.0043592285,0.004954527,0.0042198095,0.0025634808,0.0030521562,topic_0,EMP00372,2024-H1
0.98085076,0.0043592285,0.004954527,0.0042198095,0.0025634808,0.0030521562,topic_0,EMP00372,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00373,2024-H1
0.0026295453,0.98361534,0.0046078623,0.0039245547,0.002384117,0.0028386004,topic_1,EMP00373,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00374,2024-H1
0.0026295446,0.98361534,0.004607861,0.0039245537,0.0023841164,0.0028385997,topic_1,EMP00374,2024-H2
0.002457635,0.9846865,0.0043066167,0.0036679814,0.0022282521,0.002653023,topic_1,EMP00375,2024-H1
0.002306785,0.98562646,0.004042276,0.0034428402,0.0020914816,0.00249018,topic_1,EMP00375,2024-H2
0.0024576127,0.0037891339,0.0043065776,0.003667948,0.9831257,0.0026529988,topic_4,EMP00376,2024-H1
0.0024576127,0.0037891339,0.0043065776,0.003667948,0.9831257,0.0026529988,topic_4,EMP00376,2024-H2
0.003651647,0.005630089,0.9780155,0.005450025,0.003310821,0.0039419616,topic_2,EMP00377,2024-H1
0.003651656,0.0056301057,0.0063989535,0.0054500396,0.97492725,0.0039419713,topic_4,EMP00377,2024-H2
0.0026295432,0.0040542153,0.0046078586,0.0039245514,0.9819452,0.002838598,topic_4,EMP00378,2024-H1
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00378,2024-H2
0.98085076,0.0043592285,0.004954527,0.0042198095,0.0025634808,0.0030521562,topic_0,EMP00379,2024-H1
0.0030573874,0.004713864,0.005357588,0.0045631025,0.0027720267,0.979536,topic_5,EMP00379,2024-H2
0.0040444722,0.0062357453,0.9756505,0.006036311,0.003666982,0.0043660174,topic_2,EMP00380,2024-H1
0.0026295464,0.98361534,0.0046078647,0.003924557,0.0023841183,0.0028386018,topic_1,EMP00380,2024-H2
0.98085076,0.004359227,0.0049545257,0.0042198086,0.00256348,0.0030521553,topic_0,EMP00381,2024-H1
